Ligand,RECRUITER_CODE,smiles_atom_index,smile_atom
F4U,LR00045,14,O
F4U,LR00045,15,N
F4U,LR00045,16,C
F4U,LR00045,17,O
F4U,LR00045,18,C
F4U,LR00045,19,O
FB2,LR00179,0,N
FB2,LR00179,1,S
FB2,LR00179,2,O
FB2,LR00179,3,O
FB2,LR00179,4,C
FB2,LR00179,5,C
FB2,LR00179,6,C
FB2,LR00179,7,C
FB2,LR00179,8,C
FB2,LR00179,9,C
FHH,LR00153,0,C
FHH,LR00153,1,O
FHH,LR00153,2,C
FHH,LR00153,3,O
FHH,LR00153,4,C
FHH,LR00153,5,C
FHH,LR00153,6,C
FHH,LR00153,7,N
FHH,LR00153,8,C
FHH,LR00153,9,O
FHH,LR00153,10,C
FHH,LR00153,11,C
FHH,LR00153,12,C
FHH,LR00153,13,C
FHH,LR00153,14,C
FHH,LR00153,15,C
FHH,LR00153,16,C
FHH,LR00153,17,N
FHH,LR00153,18,C
FHH,LR00153,19,O
FL5,LR00339,0,C
FL5,LR00339,1,C
FL5,LR00339,2,N
FL5,LR00339,3,N
FL5,LR00339,4,N
FL5,LR00339,5,C
FL5,LR00339,6,C
FL5,LR00339,7,C
FL5,LR00339,8,C
FL5,LR00339,9,C
FL5,LR00339,10,N
FL5,LR00339,11,C
FL5,LR00339,12,C
FL5,LR00339,13,C
FL5,LR00339,14,C
FL5,LR00339,15,C
FL5,LR00339,16,C
FL5,LR00339,17,C
FL5,LR00339,18,N
FL5,LR00339,19,N
FL5,LR00339,20,N
FL5,LR00339,21,C
FL5,LR00339,22,C
FL5,LR00339,23,C
FL5,LR00339,24,C
FL5,LR00339,25,C
FL5,LR00339,26,C
FL5,LR00339,27,N
FL5,LR00339,28,C
FL5,LR00339,29,C
FL5,LR00339,30,C
FL5,LR00339,31,C
FL5,LR00339,32,C
FUE,LR00587,0,C
FUE,LR00587,1,C
FUE,LR00587,2,C
FUE,LR00587,3,N
FUE,LR00587,4,C
FUE,LR00587,5,C
FUE,LR00587,6,O
FUE,LR00587,7,N
FUE,LR00587,8,C
FUE,LR00587,9,C
FUE,LR00587,10,C
FUE,LR00587,11,C
FUE,LR00587,12,C
FUE,LR00587,13,N
FUE,LR00587,14,C
FUE,LR00587,15,C
FUE,LR00587,16,C
FUE,LR00587,17,C
FUE,LR00587,18,C
FUE,LR00587,19,C
FUE,LR00587,20,C
FUE,LR00587,21,F
FUE,LR00587,22,C
FUE,LR00587,23,C
FUE,LR00587,24,C
FUE,LR00587,25,C
FUE,LR00587,26,C
FUE,LR00587,27,C
FUE,LR00587,28,N
FUE,LR00587,29,C
FUE,LR00587,30,C
FUE,LR00587,31,C
FUE,LR00587,32,C
FUE,LR00587,33,C
FUE,LR00587,34,C
FUE,LR00587,35,C
FUE,LR00587,36,C
FUE,LR00587,37,O
FUE,LR00587,38,C
FUE,LR00587,39,N
FUK,LR00586,0,C
FUK,LR00586,1,C
FUK,LR00586,2,C
FUK,LR00586,3,N
FUK,LR00586,4,C
FUK,LR00586,5,C
FUK,LR00586,6,O
FUK,LR00586,7,N
FUK,LR00586,8,C
FUK,LR00586,9,C
FUK,LR00586,10,C
FUK,LR00586,11,C
FUK,LR00586,12,C
FUK,LR00586,13,N
FUK,LR00586,14,C
FUK,LR00586,15,C
FUK,LR00586,16,C
FUK,LR00586,17,O
FUK,LR00586,18,C
FUK,LR00586,19,C
FUK,LR00586,20,C
FUK,LR00586,21,C
FUK,LR00586,22,F
FUK,LR00586,23,C
FUK,LR00586,24,C
FUK,LR00586,25,C
FUK,LR00586,26,C
FUK,LR00586,27,C
FUK,LR00586,28,C
FUK,LR00586,29,N
FUK,LR00586,30,C
FUK,LR00586,31,C
FUK,LR00586,32,C
FUK,LR00586,33,O
FUK,LR00586,34,C
FUK,LR00586,35,C
FUK,LR00586,36,C
FUK,LR00586,37,C
FUK,LR00586,38,N
FUU,LR00158,0,O
FUU,LR00158,1,C
FUU,LR00158,2,O
FUU,LR00158,3,C
FUU,LR00158,4,O
FUU,LR00158,5,C
FUU,LR00158,6,C
FUU,LR00158,7,C
FUU,LR00158,8,C
FUU,LR00158,9,C
FUU,LR00158,10,C
FUU,LR00158,11,N
FUU,LR00158,12,C
FUU,LR00158,13,O
FUU,LR00158,14,N
FUU,LR00158,15,C
FUU,LR00158,16,N
FUU,LR00158,17,N
FUU,LR00158,18,C
FUU,LR00158,19,C
FUU,LR00158,20,C
FUU,LR00158,21,C
FUU,LR00158,22,C
FUU,LR00158,23,O
FUU,LR00158,24,O
FUU,LR00158,25,C
FUU,LR00159,0,O
FUU,LR00159,1,C
FUU,LR00159,2,O
FUU,LR00159,3,C
FUU,LR00159,4,O
FUU,LR00159,5,C
FUU,LR00159,6,C
FUU,LR00159,7,C
FUU,LR00159,8,C
FUU,LR00159,9,C
FUU,LR00159,10,C
FUU,LR00159,11,N
FUU,LR00159,12,C
FUU,LR00159,13,O
FUU,LR00159,14,N
FUU,LR00159,15,C
FUU,LR00159,16,N
FUU,LR00159,17,N
FUU,LR00159,18,C
FUU,LR00159,19,C
FUU,LR00159,20,C
FUU,LR00159,21,C
FUU,LR00159,22,C
FUU,LR00159,23,O
FUU,LR00159,24,O
FUU,LR00159,25,C
FX9,LR00368,0,N
FX9,LR00368,1,C
FX9,LR00368,2,C
FX9,LR00368,3,O
FX9,LR00368,4,C
FX9,LR00368,5,C
FX9,LR00368,6,C
FX9,LR00368,7,C
FX9,LR00368,8,C
FX9,LR00368,9,C
FX9,LR00368,10,C
FX9,LR00368,11,F
FX9,LR00368,12,F
FX9,LR00368,13,F
FX9,LR00368,14,C
G13,LR00253,0,C
G13,LR00253,1,N
G13,LR00253,2,C
G13,LR00253,3,C
G13,LR00253,4,C
G13,LR00253,5,O
G13,LR00253,6,N
G13,LR00253,7,C
G13,LR00253,8,C
G13,LR00253,9,O
G13,LR00253,10,N
G13,LR00253,11,C
G13,LR00253,12,C
G13,LR00253,13,C
G13,LR00253,14,C
G13,LR00253,15,C
G13,LR00253,16,C
G13,LR00253,17,N
G13,LR00253,18,C
G13,LR00253,19,O
G13,LR00253,20,C
G13,LR00253,21,C
G13,LR00253,22,C
G13,LR00253,23,C
G13,LR00253,24,C
G13,LR00253,25,C
G13,LR00253,26,C
G13,LR00253,27,C
G13,LR00253,28,C
G13,LR00253,29,C
G13,LR00253,30,C
G13,LR00253,31,C
G13,LR00253,32,C
G13,LR00253,33,C
G13,LR00253,34,C
G7I,LR00372,0,C
G7I,LR00372,1,C
G7I,LR00372,2,C
G7I,LR00372,3,N
G7I,LR00372,4,N
G7I,LR00372,5,C
G7I,LR00372,6,C
G7I,LR00372,7,C
G7I,LR00372,8,C
G7I,LR00372,9,C
G7I,LR00372,10,C
G7I,LR00372,11,C
G7I,LR00372,12,C
G7I,LR00372,13,C
G7I,LR00372,14,C
G7I,LR00372,15,Cl
G7I,LR00372,16,C
G7I,LR00372,17,F
G7I,LR00372,18,C
G7I,LR00372,19,C
G7I,LR00372,20,O
G7I,LR00372,21,N
G7I,LR00372,22,C
G7I,LR00372,23,C
G7I,LR00372,24,C
G7I,LR00372,25,Cl
G7I,LR00372,26,C
G7I,LR00372,27,C
G7I,LR00372,28,C
G7I,LR00372,29,N
G7I,LR00372,30,C
G7I,LR00372,31,C
G7I,LR00372,32,C
G7I,LR00372,33,C
G7I,LR00372,34,C
G7I,LR00372,35,C
G7I,LR00372,36,C
G7I,LR00372,37,C
G7I,LR00372,38,C
G7I,LR00372,39,O
G7I,LR00372,40,O
GFD,LR00228,0,C
GFD,LR00228,1,O
GFD,LR00228,2,C
GFD,LR00228,3,C
GFD,LR00228,4,C
GFD,LR00228,5,C
GFD,LR00228,6,S
GFD,LR00228,7,O
GFD,LR00228,8,O
GFD,LR00228,9,N
GFD,LR00228,10,C
GFD,LR00228,11,C
GFD,LR00228,12,N
GFD,LR00228,13,O
GFD,LR00228,14,C
GFD,LR00228,15,C
GFD,LR00228,16,C
GFD,LR00228,17,C
GFD,LR00228,18,N
GFD,LR00228,19,C
GFD,LR00228,20,C
GFD,LR00228,21,N
GFD,LR00228,22,O
GFD,LR00228,23,S
GFD,LR00228,24,O
GFD,LR00228,25,O
GFD,LR00228,26,C
GFD,LR00228,27,C
GFD,LR00228,28,C
GFD,LR00228,29,C
GFD,LR00228,30,N
GFD,LR00228,31,C
GFD,LR00228,32,C
GFD,LR00228,33,C
GFD,LR00228,34,C
GFD,LR00228,35,C
GFD,LR00228,36,C
GFD,LR00228,37,C
GFD,LR00228,38,C
GFD,LR00228,39,C
GFD,LR00228,40,C
GQJ,LR00472,0,C
GQJ,LR00472,1,O
GQJ,LR00472,2,C
GQJ,LR00472,3,O
GQJ,LR00472,4,C
GQJ,LR00472,5,C
GQJ,LR00472,6,C
GQJ,LR00472,7,O
GQJ,LR00472,8,C
GQJ,LR00472,9,N
GQJ,LR00472,10,C
GQJ,LR00472,11,O
GQJ,LR00472,12,C
GQJ,LR00472,13,C
GQJ,LR00472,14,C
GQJ,LR00472,15,C
GQJ,LR00472,16,O
GX4,LR00469,0,O
GX4,LR00469,1,C
GX4,LR00469,2,C
GX4,LR00469,3,C
GX4,LR00469,4,C
GX4,LR00469,5,N
GX4,LR00469,6,C
GX4,LR00469,7,C
GX4,LR00469,8,N
GX4,LR00469,9,C
GX4,LR00469,10,C
GX4,LR00469,11,C
GX4,LR00469,12,C
GX4,LR00469,13,F
GX4,LR00469,14,C
GX4,LR00469,15,C
GX4,LR00469,16,C
GX4,LR00469,17,C
GX8,LR00182,0,C
GX8,LR00182,1,O
GX8,LR00182,2,C
GX8,LR00182,3,C
GX8,LR00182,4,C
GX8,LR00182,5,C
GX8,LR00182,6,S
GX8,LR00182,7,O
GX8,LR00182,8,O
GX8,LR00182,9,N
GX8,LR00182,10,C
GX8,LR00182,11,C
GX8,LR00182,12,O
GX8,LR00182,13,O
GX8,LR00182,14,C
GX8,LR00182,15,C
GX8,LR00182,16,C
GX8,LR00182,17,C
GX8,LR00182,18,N
GX8,LR00182,19,C
GX8,LR00182,20,C
GX8,LR00182,21,O
GX8,LR00182,22,O
GX8,LR00182,23,S
GX8,LR00182,24,O
GX8,LR00182,25,O
GX8,LR00182,26,C
GX8,LR00182,27,C
GX8,LR00182,28,C
GX8,LR00182,29,C
GX8,LR00182,30,O
GX8,LR00182,31,C
GX8,LR00182,32,C
GX8,LR00182,33,C
GX8,LR00182,34,C
GX8,LR00182,35,O
GX8,LR00182,36,C
GX8,LR00182,37,C
GX8,LR00182,38,C
GX8,LR00182,39,C
GX8,LR00182,40,C
GX8,LR00182,41,C
GX8,LR00182,42,C
GX8,LR00182,43,C
GX8,LR00182,44,C
GX8,LR00182,45,C
H04,LR00422,0,C
H04,LR00422,1,C
H04,LR00422,2,O
H04,LR00422,3,C
H04,LR00422,4,C
H04,LR00422,5,C
H04,LR00422,6,C
H04,LR00422,7,C
H04,LR00422,8,C
H04,LR00422,9,N
H04,LR00422,10,C
H04,LR00422,11,C
H04,LR00422,12,N
H04,LR00422,13,C
H04,LR00422,14,C
H28,LR00340,0,O
H28,LR00340,1,C
H28,LR00340,2,N
H28,LR00340,3,C
H28,LR00340,4,C
H28,LR00340,5,C
H28,LR00340,6,C
H28,LR00340,7,C
H28,LR00340,8,C
H28,LR00340,9,C
H28,LR00340,10,C
H28,LR00340,11,C
H28,LR00340,12,Cl
H28,LR00340,13,C
H28,LR00340,14,F
H28,LR00340,15,C
H28,LR00340,16,C
H28,LR00340,17,O
H28,LR00340,18,N
H28,LR00340,19,C
H28,LR00340,20,C
H28,LR00340,21,C
H28,LR00340,22,Cl
H28,LR00340,23,C
H28,LR00340,24,C
H28,LR00340,25,C
H28,LR00340,26,N
H28,LR00340,27,C
H28,LR00340,28,C
H28,LR00340,29,C
H28,LR00340,30,C
HIA,LR00265,0,N
HIA,LR00265,1,C
HIA,LR00265,2,O
HIA,LR00265,3,C
HIA,LR00265,4,N
HIA,LR00265,5,C
HIA,LR00265,6,C
HIA,LR00265,7,C
HIA,LR00265,8,N
HIA,LR00265,9,C
HIA,LR00265,10,N
HOX,LR00568,0,N
HOX,LR00568,1,C
HOX,LR00568,2,C
HOX,LR00568,3,C
HOX,LR00568,4,C
HOX,LR00568,5,C
HOX,LR00568,6,C
HOX,LR00568,7,N
HOX,LR00568,8,C
HOX,LR00568,9,O
HOX,LR00568,10,O
HOX,LR00568,11,C
HOX,LR00568,12,C
HRE,LR00342,0,C
HRE,LR00342,1,O
HRE,LR00342,2,C
HRE,LR00342,3,N
HRE,LR00342,4,C
HRE,LR00342,5,N
HRE,LR00342,6,C
HRE,LR00342,7,C
HRE,LR00342,8,N
HRE,LR00342,9,C
HRE,LR00342,10,C
HRE,LR00342,11,N
HRE,LR00342,12,N
HRE,LR00342,13,C
HRE,LR00342,14,C
HRE,LR00342,15,C
HRE,LR00342,16,C
HRE,LR00342,17,C
HRE,LR00342,18,C
HRE,LR00342,19,C
HRE,LR00342,20,C
HRE,LR00342,21,C
HRE,LR00342,22,C
HRE,LR00342,23,C
HRE,LR00342,24,C
HRE,LR00342,25,N
HRE,LR00342,26,C
HRE,LR00342,27,C
HRE,LR00342,28,N
HRE,LR00342,29,C
HRE,LR00342,30,C
HRE,LR00342,31,C
HRE,LR00342,32,Cl
HRE,LR00342,33,C
HRE,LR00342,34,N
HRE,LR00342,35,C
HRE,LR00342,36,O
HRE,LR00342,37,C
HRE,LR00342,38,O
HRE,LR00347,0,C
HRE,LR00347,1,O
HRE,LR00347,2,C
HRE,LR00347,3,N
HRE,LR00347,4,C
HRE,LR00347,5,N
HRE,LR00347,6,C
HRE,LR00347,7,C
HRE,LR00347,8,N
HRE,LR00347,9,C
HRE,LR00347,10,C
HRE,LR00347,11,N
HRE,LR00347,12,N
HRE,LR00347,13,C
HRE,LR00347,14,C
HRE,LR00347,15,C
HRE,LR00347,16,C
HRE,LR00347,17,C
HRE,LR00347,18,C
HRE,LR00347,19,C
HRE,LR00347,20,C
HRE,LR00347,21,C
HRE,LR00347,22,C
HRE,LR00347,23,C
HRE,LR00347,24,C
HRE,LR00347,25,N
HRE,LR00347,26,C
HRE,LR00347,27,C
HRE,LR00347,28,N
HRE,LR00347,29,C
HRE,LR00347,30,C
HRE,LR00347,31,C
HRE,LR00347,32,Cl
HRE,LR00347,33,C
HRE,LR00347,34,N
HRE,LR00347,35,C
HRE,LR00347,36,O
HRE,LR00347,37,C
HRE,LR00347,38,O
HRH,LR00343,0,C
HRH,LR00343,1,C
HRH,LR00343,2,C
HRH,LR00343,3,C
HRH,LR00343,4,N
HRH,LR00343,5,N
HRH,LR00343,6,C
HRH,LR00343,7,C
HRH,LR00343,8,C
HRH,LR00343,9,C
HRH,LR00343,10,C
HRH,LR00343,11,C
HRH,LR00343,12,C
HRH,LR00343,13,Cl
HRH,LR00343,14,C
HRH,LR00343,15,C
HRH,LR00343,16,C
HRH,LR00343,17,N
HRH,LR00343,18,C
HRH,LR00343,19,C
HRH,LR00343,20,C
HRH,LR00343,21,C
HRH,LR00343,22,C
HRH,LR00343,23,Cl
HRH,LR00343,24,C
HRH,LR00343,25,F
HRH,LR00343,26,C
HRH,LR00343,27,O
HRQ,LR00349,0,C
HRQ,LR00349,1,O
HRQ,LR00349,2,C
HRQ,LR00349,3,C
HRQ,LR00349,4,C
HRQ,LR00349,5,C
HRQ,LR00349,6,C
HRQ,LR00349,7,C
HRQ,LR00349,8,C
HRQ,LR00349,9,O
HRQ,LR00349,10,N
HRQ,LR00349,11,C
HRQ,LR00349,12,C
HRQ,LR00349,13,C
HRQ,LR00349,14,N
HRQ,LR00349,15,C
HRQ,LR00349,16,C
HRQ,LR00349,17,C
HRQ,LR00349,18,C
HRQ,LR00349,19,C
HRQ,LR00349,20,C
HRQ,LR00349,21,C
HRQ,LR00349,22,C
HRQ,LR00349,23,C
HRQ,LR00349,24,N
HRQ,LR00349,25,C
HRT,LR00348,0,C
HRT,LR00348,1,O
HRT,LR00348,2,C
HRT,LR00348,3,N
HRT,LR00348,4,C
HRT,LR00348,5,C
HRT,LR00348,6,C
HRT,LR00348,7,N
HRT,LR00348,8,C
HRT,LR00348,9,C
HRT,LR00348,10,C
HRT,LR00348,11,C
HRT,LR00348,12,C
HRT,LR00348,13,C
HRT,LR00348,14,C
HRT,LR00348,15,Cl
HRT,LR00348,16,C
HRT,LR00348,17,C
HRT,LR00348,18,N
HRT,LR00348,19,C
HRT,LR00348,20,C
HRT,LR00348,21,C
HRT,LR00348,22,C
HRT,LR00348,23,C
HRT,LR00348,24,C
HRT,LR00348,25,C
HRT,LR00348,26,Cl
HRT,LR00348,27,C
HRT,LR00348,28,C
HRT,LR00348,29,O
HRT,LR00348,30,N
HRT,LR00348,31,C
HRT,LR00348,32,C
HRT,LR00348,33,C
HRT,LR00348,34,C
HRT,LR00348,35,O
HRT,LR00348,36,C
HRT,LR00348,37,N
HTZ,LR00344,0,C
HTZ,LR00344,1,N
HTZ,LR00344,2,C
HTZ,LR00344,3,C
HTZ,LR00344,4,C
HTZ,LR00344,5,C
HTZ,LR00344,6,N
HTZ,LR00344,7,C
HTZ,LR00344,8,C
HTZ,LR00344,9,C
HTZ,LR00344,10,C
HTZ,LR00344,11,N
HTZ,LR00344,12,C
HTZ,LR00344,13,O
HTZ,LR00344,14,C
HTZ,LR00344,15,N
HTZ,LR00344,16,C
HTZ,LR00344,17,C
HTZ,LR00344,18,C
HTZ,LR00344,19,Cl
HTZ,LR00344,20,C
HTZ,LR00344,21,C
HTZ,LR00344,22,C
HTZ,LR00344,23,C
HTZ,LR00344,24,C
HTZ,LR00344,25,C
HTZ,LR00344,26,C
HTZ,LR00344,27,C
HTZ,LR00344,28,C
HTZ,LR00344,29,C
HTZ,LR00344,30,C
HTZ,LR00344,31,C
HTZ,LR00344,32,N
HTZ,LR00344,33,C
HTZ,LR00344,34,N
HTZ,LR00344,35,C
HTZ,LR00344,36,C
HTZ,LR00344,37,C
HTZ,LR00344,38,C
HTZ,LR00344,39,C
HTZ,LR00344,40,Cl
HTZ,LR00344,41,C
HTZ,LR00344,42,C
HTZ,LR00344,43,C
HTZ,LR00344,44,O
HTZ,LR00344,45,C
HU8,LR00345,0,C
HU8,LR00345,1,C
HU8,LR00345,2,C
HU8,LR00345,3,C
HU8,LR00345,4,N
HU8,LR00345,5,C
HU8,LR00345,6,O
HU8,LR00345,7,C
HU8,LR00345,8,C
HU8,LR00345,9,C
HU8,LR00345,10,C
HU8,LR00345,11,C
HU8,LR00345,12,Cl
HU8,LR00345,13,C
HU8,LR00345,14,C
HU8,LR00345,15,N
HU8,LR00345,16,C
HU8,LR00345,17,C
HU8,LR00345,18,C
HU8,LR00345,19,C
HU8,LR00345,20,C
HU8,LR00345,21,C
HU8,LR00345,22,C
HU8,LR00345,23,N
HU8,LR00345,24,C
HU8,LR00345,25,C
HU8,LR00345,26,N
HU8,LR00345,27,N
HU8,LR00345,28,N
HU8,LR00345,29,N
HU8,LR00345,30,C
HU8,LR00345,31,C
HU8,LR00345,32,C
HU8,LR00345,33,C
HU8,LR00345,34,C
HU8,LR00345,35,F
HU8,LR00345,36,C
HU8,LR00345,37,Cl
HU8,LR00345,38,C
HUE,LR00346,0,C
HUE,LR00346,1,C
HUE,LR00346,2,C
HUE,LR00346,3,C
HUE,LR00346,4,C
HUE,LR00346,5,C
HUE,LR00346,6,Cl
HUE,LR00346,7,C
HUE,LR00346,8,C
HUE,LR00346,9,N
HUE,LR00346,10,C
HUE,LR00346,11,N
HUE,LR00346,12,C
HUE,LR00346,13,C
HUE,LR00346,14,C
HUE,LR00346,15,C
HUE,LR00346,16,C
HUE,LR00346,17,C
HUE,LR00346,18,C
HUE,LR00346,19,C
HUE,LR00346,20,C
HUE,LR00346,21,C
HUE,LR00346,22,C
HUE,LR00346,23,C
HUE,LR00346,24,C
HUE,LR00346,25,Cl
HUE,LR00346,26,C
HUE,LR00346,27,C
HUE,LR00346,28,N
HUE,LR00346,29,C
HUE,LR00346,30,C
HUE,LR00346,31,O
HUE,LR00346,32,N
HUE,LR00346,33,C
HUE,LR00346,34,C
HUE,LR00346,35,N
HUE,LR00346,36,C
HUE,LR00346,37,C
HUE,LR00346,38,N
HUE,LR00346,39,C
HUE,LR00346,40,C
HUE,LR00346,41,C
HUE,LR00346,42,C
HUE,LR00346,43,C
HUE,LR00346,44,C
HUE,LR00346,45,C
HUE,LR00346,46,C
I09,LR00287,0,C
I09,LR00287,1,C
I09,LR00287,2,C
I09,LR00287,3,C
I09,LR00287,4,C
I09,LR00287,5,C
I09,LR00287,6,N
I09,LR00287,7,C
I09,LR00287,8,C
I09,LR00287,9,O
I09,LR00287,10,N
I09,LR00287,11,C
I09,LR00287,12,C
I09,LR00287,13,C
I09,LR00287,14,O
I09,LR00287,15,C
I09,LR00287,16,O
I09,LR00287,17,C
I09,LR00287,18,C
I09,LR00287,19,C
I09,LR00287,20,C
I09,LR00287,21,C
I09,LR00287,22,C
I09,LR00287,23,Cl
I09,LR00287,24,C
I09,LR00287,25,C
I09,LR00287,26,C
I09,LR00287,27,N
I09,LR00287,28,C
I09,LR00287,29,C
I09,LR00287,30,C
I09,LR00287,31,C
I09,LR00287,32,Cl
I09,LR00287,33,C
I09,LR00287,34,C
I18,LR00283,0,C
I18,LR00283,1,C
I18,LR00283,2,N
I18,LR00283,3,C
I18,LR00283,4,C
I18,LR00283,5,C
I18,LR00283,6,C
I18,LR00283,7,C
I18,LR00283,8,Cl
I18,LR00283,9,C
I18,LR00283,10,C
I18,LR00283,11,C
I18,LR00283,12,C
I18,LR00283,13,C
I18,LR00283,14,C
I18,LR00283,15,C
I18,LR00283,16,Cl
I18,LR00283,17,C
I18,LR00283,18,C
I18,LR00283,19,N
I18,LR00284,0,C
I18,LR00284,1,C
I18,LR00284,2,N
I18,LR00284,3,C
I18,LR00284,4,C
I18,LR00284,5,C
I18,LR00284,6,C
I18,LR00284,7,C
I18,LR00284,8,Cl
I18,LR00284,9,C
I18,LR00284,10,C
I18,LR00284,11,C
I18,LR00284,12,C
I18,LR00284,13,C
I18,LR00284,14,C
I18,LR00284,15,C
I18,LR00284,16,Cl
I18,LR00284,17,C
I18,LR00284,18,C
I18,LR00284,19,N
I29,LR00286,0,C
I29,LR00286,1,C
I29,LR00286,2,N
I29,LR00286,3,C
I29,LR00286,4,C
I29,LR00286,5,C
I29,LR00286,6,C
I29,LR00286,7,C
I29,LR00286,8,C
I29,LR00286,9,Cl
I29,LR00286,10,C
I29,LR00286,11,C
I29,LR00286,12,C
I29,LR00286,13,C
I29,LR00286,14,C
I29,LR00286,15,C
I29,LR00286,16,C
I29,LR00286,17,C
I29,LR00286,18,Cl
I29,LR00286,19,C
I29,LR00286,20,C
I29,LR00286,21,N
I29,LR00286,22,C
I29,LR00286,23,O
I29,LR00286,24,N
I29,LR00286,25,C
I29,LR00286,26,C
I29,LR00286,27,N
I29,LR00286,28,C
I29,LR00286,29,C
I29,LR00286,30,C
I29,LR00286,31,S
I29,LR00286,32,C
I29,LR00286,33,O
I29,LR00286,34,O
I29,LR00286,35,C
I29,LR00286,36,C
I31,LR00285,0,C
I31,LR00285,1,C
I31,LR00285,2,O
I31,LR00285,3,C
I31,LR00285,4,C
I31,LR00285,5,C
I31,LR00285,6,C
I31,LR00285,7,C
I31,LR00285,8,C
I31,LR00285,9,C
I31,LR00285,10,C
I31,LR00285,11,C
I31,LR00285,12,C
I31,LR00285,13,C
I31,LR00285,14,N
I31,LR00285,15,C
I31,LR00285,16,C
I31,LR00285,17,C
I31,LR00285,18,C
I31,LR00285,19,C
I31,LR00285,20,C
I31,LR00285,21,Cl
I31,LR00285,22,C
I31,LR00285,23,C
I31,LR00285,24,C
I31,LR00285,25,C
I31,LR00285,26,C
I31,LR00285,27,C
I31,LR00285,28,C
I31,LR00285,29,C
I31,LR00285,30,Cl
I31,LR00285,31,C
I31,LR00285,32,C
I31,LR00285,33,N
IMZ,LR00258,0,C
IMZ,LR00258,1,C
IMZ,LR00258,2,O
IMZ,LR00258,3,C
IMZ,LR00258,4,C
IMZ,LR00258,5,C
IMZ,LR00258,6,O
IMZ,LR00258,7,C
IMZ,LR00258,8,C
IMZ,LR00258,9,C
IMZ,LR00258,10,C
IMZ,LR00258,11,C
IMZ,LR00258,12,N
IMZ,LR00258,13,C
IMZ,LR00258,14,C
IMZ,LR00258,15,C
IMZ,LR00258,16,C
IMZ,LR00258,17,C
IMZ,LR00258,18,Br
IMZ,LR00258,19,C
IMZ,LR00258,20,C
IMZ,LR00258,21,C
IMZ,LR00258,22,C
IMZ,LR00258,23,C
IMZ,LR00258,24,C
IMZ,LR00258,25,C
IMZ,LR00258,26,Br
IMZ,LR00258,27,C
IMZ,LR00258,28,C
IMZ,LR00258,29,N
IMZ,LR00258,30,C
IMZ,LR00258,31,O
IMZ,LR00258,32,N
IMZ,LR00258,33,C
IMZ,LR00258,34,C
IMZ,LR00258,35,N
IMZ,LR00258,36,C
IMZ,LR00258,37,C
IMZ,LR00258,38,O
IMZ,LR00258,39,C
IMZ,LR00258,40,C
IMZ,LR00259,0,C
IMZ,LR00259,1,C
IMZ,LR00259,2,O
IMZ,LR00259,3,C
IMZ,LR00259,4,C
IMZ,LR00259,5,C
IMZ,LR00259,6,O
IMZ,LR00259,7,C
IMZ,LR00259,8,C
IMZ,LR00259,9,C
IMZ,LR00259,10,C
IMZ,LR00259,11,C
IMZ,LR00259,12,N
IMZ,LR00259,13,C
IMZ,LR00259,14,C
IMZ,LR00259,15,C
IMZ,LR00259,16,C
IMZ,LR00259,17,C
IMZ,LR00259,18,Br
IMZ,LR00259,19,C
IMZ,LR00259,20,C
IMZ,LR00259,21,C
IMZ,LR00259,22,C
IMZ,LR00259,23,C
IMZ,LR00259,24,C
IMZ,LR00259,25,C
IMZ,LR00259,26,Br
IMZ,LR00259,27,C
IMZ,LR00259,28,C
IMZ,LR00259,29,N
IMZ,LR00259,30,C
IMZ,LR00259,31,O
IMZ,LR00259,32,N
IMZ,LR00259,33,C
IMZ,LR00259,34,C
IMZ,LR00259,35,N
IMZ,LR00259,36,C
IMZ,LR00259,37,C
IMZ,LR00259,38,O
IMZ,LR00259,39,C
IMZ,LR00259,40,C
IQK,LR00164,0,C
IQK,LR00164,1,O
IQK,LR00164,2,C
IQK,LR00164,3,C
IQK,LR00164,4,C
IQK,LR00164,5,C
IQK,LR00164,6,S
IQK,LR00164,7,O
IQK,LR00164,8,O
IQK,LR00164,9,N
IQK,LR00164,10,C
IQK,LR00164,11,C
IQK,LR00164,12,C
IQK,LR00164,13,C
IQK,LR00164,14,N
IQK,LR00164,15,S
IQK,LR00164,16,O
IQK,LR00164,17,O
IQK,LR00164,18,C
IQK,LR00164,19,C
IQK,LR00164,20,C
IQK,LR00164,21,C
IQK,LR00164,22,O
IQK,LR00164,23,C
IQK,LR00164,24,C
IQK,LR00164,25,C
IQK,LR00164,26,C
IQK,LR00164,27,C
IQK,LR00164,28,C
IQK,LR00164,29,C
IQK,LR00164,30,C
IQK,LR00164,31,C
IQK,LR00164,32,C
IQK,LR00164,33,C
IUN,LR00603,0,C
IUN,LR00603,1,N
IUN,LR00603,2,C
IUN,LR00603,3,C
IUN,LR00603,4,C
IUN,LR00603,5,O
IUN,LR00603,6,N
IUN,LR00603,7,C
IUN,LR00603,8,C
IUN,LR00603,9,C
IUN,LR00603,10,C
IUN,LR00603,11,C
IUN,LR00603,12,C
IUN,LR00603,13,C
IUN,LR00603,14,C
IUN,LR00603,15,O
IUN,LR00603,16,N
IUN,LR00603,17,C
IUN,LR00603,18,C
IUN,LR00603,19,C
IUN,LR00603,20,C
IUN,LR00603,21,C
IUN,LR00603,22,N
IUN,LR00603,23,C
IUN,LR00603,24,C
IUN,LR00603,25,O
IUN,LR00603,26,C
