Ligand,RECRUITER_CODE,smiles_atom_index,smile_atom
IUN,LR00603,27,C
IUN,LR00603,28,C
IUN,LR00603,29,C
IUN,LR00603,30,F
IUN,LR00603,31,C
IUN,LR00603,32,C
IUN,LR00603,33,C
IUN,LR00603,34,S
J4Q,LR00397,0,C
J4Q,LR00397,1,S
J4Q,LR00397,2,O
J4Q,LR00397,3,O
J4Q,LR00397,4,C
J4Q,LR00397,5,N
J4Q,LR00397,6,C
J4Q,LR00397,7,C
J4Q,LR00397,8,N
J4Q,LR00397,9,C
J4Q,LR00397,10,C
J4Q,LR00397,11,C
J4Q,LR00397,12,S
J4Q,LR00397,13,C
J4Q,LR00397,14,N
J6H,LR00183,0,O
J6H,LR00183,1,C
J6H,LR00183,2,O
J6H,LR00183,3,C
J6H,LR00183,4,C
J6H,LR00183,5,C
J6H,LR00183,6,C
J6H,LR00183,7,C
J6H,LR00183,8,C
J6H,LR00183,9,Cl
J6H,LR00183,10,C
J6H,LR00183,11,C
J6H,LR00183,12,C
J6H,LR00183,13,C
J6H,LR00183,14,C
J6H,LR00183,15,N
J6H,LR00183,16,C
J6H,LR00183,17,O
J6H,LR00183,18,C
J6K,LR00187,0,C
J6K,LR00187,1,O
J6K,LR00187,2,C
J6K,LR00187,3,C
J6K,LR00187,4,C
J6K,LR00187,5,C
J6K,LR00187,6,C
J6K,LR00187,7,C
J6K,LR00187,8,O
J6K,LR00187,9,O
J6K,LR00187,10,C
J6K,LR00187,11,C
J6K,LR00187,12,C
J6K,LR00187,13,C
J6K,LR00187,14,C
J6K,LR00187,15,C
J6K,LR00187,16,C
J6K,LR00187,17,N
J6K,LR00187,18,C
J6K,LR00187,19,S
J6K,LR00187,20,O
J6K,LR00187,21,O
J6K,LR00187,22,C
J6K,LR00187,23,C
J6K,LR00187,24,C
J6K,LR00187,25,C
J6K,LR00187,26,C
J6K,LR00187,27,C
J6K,LR00187,28,C
J6K,LR00187,29,C
J6K,LR00187,30,C
J6K,LR00187,31,N
J6K,LR00187,32,N
J6K,LR00187,33,N
J6K,LR00187,34,C
J6K,LR00187,35,C
J6N,LR00184,0,C
J6N,LR00184,1,N
J6N,LR00184,2,N
J6N,LR00184,3,N
J6N,LR00184,4,C
J6N,LR00184,5,C
J6N,LR00184,6,C
J6N,LR00184,7,C
J6N,LR00184,8,C
J6N,LR00184,9,C
J6N,LR00184,10,O
J6N,LR00184,11,O
J6N,LR00184,12,C
J6N,LR00184,13,C
J6N,LR00184,14,C
J6N,LR00184,15,C
J6N,LR00184,16,Cl
J6N,LR00184,17,C
J6N,LR00184,18,C
J6N,LR00184,19,C
J6N,LR00184,20,C
J6N,LR00184,21,C
J6N,LR00185,0,C
J6N,LR00185,1,N
J6N,LR00185,2,N
J6N,LR00185,3,N
J6N,LR00185,4,C
J6N,LR00185,5,C
J6N,LR00185,6,C
J6N,LR00185,7,C
J6N,LR00185,8,C
J6N,LR00185,9,C
J6N,LR00185,10,O
J6N,LR00185,11,O
J6N,LR00185,12,C
J6N,LR00185,13,C
J6N,LR00185,14,C
J6N,LR00185,15,C
J6N,LR00185,16,Cl
J6N,LR00185,17,C
J6N,LR00185,18,C
J6N,LR00185,19,C
J6N,LR00185,20,C
J6N,LR00185,21,C
J6Q,LR00186,0,C
J6Q,LR00186,1,C
J6Q,LR00186,2,C
J6Q,LR00186,3,C
J6Q,LR00186,4,C
J6Q,LR00186,5,C
J6Q,LR00186,6,C
J6Q,LR00186,7,O
J6Q,LR00186,8,O
J6Q,LR00186,9,C
J6Q,LR00186,10,C
J6Q,LR00186,11,C
J6Q,LR00186,12,C
J6Q,LR00186,13,C
J6Q,LR00186,14,C
J6Q,LR00186,15,N
J6Q,LR00186,16,N
J6Q,LR00186,17,N
J6Q,LR00186,18,C
J6Q,LR00186,19,C
J6Q,LR00186,20,C
J6Q,LR00186,21,C
J6Q,LR00186,22,Cl
J8H,LR00188,0,C
J8H,LR00188,1,O
J8H,LR00188,2,C
J8H,LR00188,3,C
J8H,LR00188,4,C
J8H,LR00188,5,C
J8H,LR00188,6,C
J8H,LR00188,7,C
J8H,LR00188,8,O
J8H,LR00188,9,O
J8H,LR00188,10,C
J8H,LR00188,11,C
J8H,LR00188,12,C
J8H,LR00188,13,C
J8H,LR00188,14,C
J8H,LR00188,15,C
J8H,LR00188,16,C
J8H,LR00188,17,N
J8H,LR00188,18,C
J8H,LR00188,19,C
J8H,LR00188,20,O
J8H,LR00188,21,C
J8H,LR00188,22,C
J8H,LR00188,23,C
J8H,LR00188,24,C
J8H,LR00188,25,C
J8H,LR00188,26,C
J8H,LR00188,27,S
J8H,LR00188,28,O
J8H,LR00188,29,O
J8H,LR00188,30,C
J8H,LR00188,31,C
J8H,LR00188,32,C
J8H,LR00188,33,N
J8H,LR00188,34,N
J8H,LR00188,35,N
J8H,LR00188,36,C
J8H,LR00188,37,C
JFM,LR00448,0,C
JFM,LR00448,1,S
JFM,LR00448,2,O
JFM,LR00448,3,O
JFM,LR00448,4,N
JFM,LR00448,5,C
JFM,LR00448,6,C
JFM,LR00448,7,C
JFM,LR00448,8,C
JFM,LR00448,9,C
JFM,LR00448,10,C
JFM,LR00448,11,C
JFM,LR00448,12,C
JFP,LR00481,0,C
JFP,LR00481,1,C
JFP,LR00481,2,C
JFP,LR00481,3,O
JFP,LR00481,4,N
JFP,LR00481,5,C
JFP,LR00481,6,N
JFP,LR00481,7,C
JFP,LR00481,8,C
JFP,LR00481,9,C
JFP,LR00481,10,S
JGP,LR00466,0,O
JGP,LR00466,1,C
JGP,LR00466,2,C
JGP,LR00466,3,C
JGP,LR00466,4,C
JGP,LR00466,5,C
JGP,LR00466,6,O
JGP,LR00466,7,C
JGP,LR00466,8,O
JGP,LR00466,9,C
JGP,LR00466,10,C
JGP,LR00466,11,N
JGP,LR00466,12,C
JGP,LR00466,13,C
JGP,LR00466,14,C
JGP,LR00466,15,C
JGP,LR00466,16,C
JGP,LR00466,17,C
JH9,LR00385,0,C
JH9,LR00385,1,C
JH9,LR00385,2,C
JH9,LR00385,3,C
JH9,LR00385,4,C
JH9,LR00385,5,C
JH9,LR00385,6,C
JH9,LR00385,7,N
JH9,LR00385,8,C
JH9,LR00385,9,O
JH9,LR00385,10,C
JH9,LR00385,11,C
JH9,LR00385,12,C
JH9,LR00385,13,C
JH9,LR00385,14,C
JH9,LR00385,15,C
JH9,LR00385,16,O
JH9,LR00385,17,P
JH9,LR00385,18,O
JH9,LR00385,19,O
JH9,LR00385,20,O
JH9,LR00385,21,C
JH9,LR00385,22,C
JH9,LR00385,23,N
JH9,LR00385,24,C
JH9,LR00385,25,O
JH9,LR00385,26,C
JH9,LR00385,27,C
JH9,LR00385,28,C
JH9,LR00385,29,C
JH9,LR00385,30,C
JH9,LR00385,31,F
JH9,LR00385,32,C
JH9,LR00385,33,C
JH9,LR00385,34,C
JH9,LR00385,35,C
JH9,LR00385,36,C
JH9,LR00385,37,F
JH9,LR00386,0,C
JH9,LR00386,1,C
JH9,LR00386,2,C
JH9,LR00386,3,C
JH9,LR00386,4,C
JH9,LR00386,5,C
JH9,LR00386,6,C
JH9,LR00386,7,N
JH9,LR00386,8,C
JH9,LR00386,9,O
JH9,LR00386,10,C
JH9,LR00386,11,C
JH9,LR00386,12,C
JH9,LR00386,13,C
JH9,LR00386,14,C
JH9,LR00386,15,C
JH9,LR00386,16,O
JH9,LR00386,17,P
JH9,LR00386,18,O
JH9,LR00386,19,O
JH9,LR00386,20,O
JH9,LR00386,21,C
JH9,LR00386,22,C
JH9,LR00386,23,N
JH9,LR00386,24,C
JH9,LR00386,25,O
JH9,LR00386,26,C
JH9,LR00386,27,C
JH9,LR00386,28,C
JH9,LR00386,29,C
JH9,LR00386,30,C
JH9,LR00386,31,F
JH9,LR00386,32,C
JH9,LR00386,33,C
JH9,LR00386,34,C
JH9,LR00386,35,C
JH9,LR00386,36,C
JH9,LR00386,37,F
JHR,LR00384,0,O
JHR,LR00384,1,P
JHR,LR00384,2,O
JHR,LR00384,3,O
JHR,LR00384,4,O
JHR,LR00384,5,C
JHR,LR00384,6,C
JHR,LR00384,7,C
JHR,LR00384,8,C
JHR,LR00384,9,C
JHR,LR00384,10,C
JHR,LR00384,11,N
JHR,LR00384,12,C
JHR,LR00384,13,O
JHR,LR00384,14,C
JHR,LR00384,15,C
JHR,LR00384,16,C
JHR,LR00384,17,C
JHR,LR00384,18,C
JHR,LR00384,19,F
JHR,LR00384,20,C
JHR,LR00384,21,C
JHR,LR00384,22,C
JHR,LR00384,23,O
JHR,LR00384,24,N
JHR,LR00384,25,C
JHR,LR00384,26,C
JHR,LR00384,27,C
JHR,LR00384,28,C
JHR,LR00384,29,C
JHR,LR00384,30,F
JHR,LR00384,31,C
JHR,LR00384,32,C
JHR,LR00384,33,C
JHR,LR00384,34,C
JI0,LR00383,0,C
JI0,LR00383,1,C
JI0,LR00383,2,C
JI0,LR00383,3,C
JI0,LR00383,4,C
JI0,LR00383,5,C
JI0,LR00383,6,N
JI0,LR00383,7,C
JI0,LR00383,8,O
JI0,LR00383,9,C
JI0,LR00383,10,C
JI0,LR00383,11,C
JI0,LR00383,12,C
JI0,LR00383,13,C
JI0,LR00383,14,C
JI0,LR00383,15,O
JI0,LR00383,16,P
JI0,LR00383,17,O
JI0,LR00383,18,O
JI0,LR00383,19,O
JI0,LR00383,20,C
JI0,LR00383,21,C
JI0,LR00383,22,N
JI0,LR00383,23,C
JI0,LR00383,24,O
JI0,LR00383,25,C
JI0,LR00383,26,C
JI0,LR00383,27,C
JI0,LR00383,28,C
JI0,LR00383,29,C
JI0,LR00383,30,F
JI0,LR00383,31,C
JI0,LR00383,32,C
JI0,LR00383,33,C
JI0,LR00383,34,C
JI0,LR00383,35,C
JI0,LR00383,36,F
JI9,LR00382,0,C
JI9,LR00382,1,C
JI9,LR00382,2,C
JI9,LR00382,3,C
JI9,LR00382,4,C
JI9,LR00382,5,N
JI9,LR00382,6,C
JI9,LR00382,7,O
JI9,LR00382,8,C
JI9,LR00382,9,C
JI9,LR00382,10,C
JI9,LR00382,11,C
JI9,LR00382,12,C
JI9,LR00382,13,C
JI9,LR00382,14,O
JI9,LR00382,15,P
JI9,LR00382,16,O
JI9,LR00382,17,O
JI9,LR00382,18,O
JI9,LR00382,19,C
JI9,LR00382,20,C
JI9,LR00382,21,N
JI9,LR00382,22,C
JI9,LR00382,23,O
JI9,LR00382,24,C
JI9,LR00382,25,C
JI9,LR00382,26,C
JI9,LR00382,27,C
JI9,LR00382,28,C
JI9,LR00382,29,F
JI9,LR00382,30,C
JI9,LR00382,31,C
JI9,LR00382,32,C
JI9,LR00382,33,C
JI9,LR00382,34,C
JI9,LR00382,35,F
JIH,LR00381,0,C
JIH,LR00381,1,C
JIH,LR00381,2,O
JIH,LR00381,3,N
JIH,LR00381,4,C
JIH,LR00381,5,C
JIH,LR00381,6,C
JIH,LR00381,7,C
JIH,LR00381,8,C
JIH,LR00381,9,C
JIH,LR00381,10,N
JIH,LR00381,11,C
JIH,LR00381,12,O
JIH,LR00381,13,C
JIH,LR00381,14,C
JIH,LR00381,15,C
JIH,LR00381,16,C
JIH,LR00381,17,C
JIH,LR00381,18,C
JIH,LR00381,19,O
JIH,LR00381,20,P
JIH,LR00381,21,O
JIH,LR00381,22,O
JIH,LR00381,23,O
JIH,LR00381,24,C
JIH,LR00381,25,C
JIH,LR00381,26,N
JIH,LR00381,27,C
JIH,LR00381,28,O
JIH,LR00381,29,C
JIH,LR00381,30,C
JIH,LR00381,31,C
JIH,LR00381,32,C
JIH,LR00381,33,C
JIH,LR00381,34,F
JIH,LR00381,35,C
JIH,LR00381,36,C
JIH,LR00381,37,C
JMM,LR00402,0,O
JMM,LR00402,1,C
JMM,LR00402,2,C
JMM,LR00402,3,C
JMM,LR00402,4,C
JMM,LR00402,5,N
JMM,LR00402,6,C
JMM,LR00402,7,C
JMM,LR00402,8,N
JMM,LR00402,9,C
JMM,LR00402,10,O
JMM,LR00402,11,C
JMM,LR00402,12,C
JMM,LR00402,13,C
JMM,LR00402,14,C
JMM,LR00402,15,O
JMM,LR00402,16,C
JMM,LR00402,17,C
JNW,LR00028,0,O
JNW,LR00028,1,C
JNW,LR00028,2,O
JNW,LR00028,3,C
JNW,LR00028,4,C
JNW,LR00028,5,C
JNW,LR00028,6,C
JNW,LR00028,7,C
JNW,LR00028,8,C
JNW,LR00028,9,C
JNW,LR00028,10,O
JNW,LR00028,11,N
JNW,LR00028,12,C
JNW,LR00028,13,C
JNW,LR00028,14,C
JNW,LR00028,15,C
JNW,LR00028,16,O
JNW,LR00028,17,N
JNW,LR00028,18,C
JNW,LR00028,19,O
JO2,LR00030,0,O
JO2,LR00030,1,C
JO2,LR00030,2,C
JO2,LR00030,3,C
JO2,LR00030,4,N
JO2,LR00030,5,C
JO2,LR00030,6,O
JO2,LR00030,7,C
JO2,LR00030,8,C
JO2,LR00030,9,C
JO2,LR00030,10,N
JO2,LR00030,11,O
JO2,LR00030,12,O
JO2,LR00030,13,C
JO2,LR00030,14,C
JO2,LR00030,15,C
JO2,LR00030,16,C
JO2,LR00030,17,O
JO2,LR00030,18,O
JO2,LR00030,19,C
JO2,LR00030,20,O
JO2,LR00030,21,N
JOB,LR00031,0,N
JOB,LR00031,1,C
JOB,LR00031,2,C
JOB,LR00031,3,C
JOB,LR00031,4,C
JOB,LR00031,5,C
JOB,LR00031,6,C
JOB,LR00031,7,C
JOB,LR00031,8,O
JOB,LR00031,9,N
JOB,LR00031,10,C
JOB,LR00031,11,C
JOB,LR00031,12,C
JOB,LR00031,13,O
JOB,LR00031,14,N
JOB,LR00031,15,C
JOB,LR00031,16,O
JOB,LR00031,17,C
JOB,LR00031,18,O
JP5,LR00038,0,O
JP5,LR00038,1,C
JP5,LR00038,2,C
JP5,LR00038,3,C
JP5,LR00038,4,N
JP5,LR00038,5,C
JP5,LR00038,6,O
JP5,LR00038,7,O
JP5,LR00038,8,C
JP5,LR00038,9,C
JP5,LR00038,10,C
JP5,LR00038,11,C
JP5,LR00038,12,C
JP5,LR00038,13,C
JP5,LR00038,14,C
JP5,LR00038,15,C
JP5,LR00038,16,O
JP5,LR00038,17,N
JPB,LR00039,0,O
JPB,LR00039,1,C
JPB,LR00039,2,N
JPB,LR00039,3,C
JPB,LR00039,4,C
JPB,LR00039,5,C
JPB,LR00039,6,O
JPB,LR00039,7,N
JPB,LR00039,8,C
JPB,LR00039,9,O
JPB,LR00039,10,C
JPB,LR00039,11,C
JPB,LR00039,12,Cl
JPB,LR00039,13,C
JPB,LR00039,14,C
JPB,LR00039,15,Cl
JPB,LR00039,16,C
JPB,LR00039,17,C
JPB,LR00039,18,Cl
JPQ,LR00041,0,C
JPQ,LR00041,1,C
JPQ,LR00041,2,C
JPQ,LR00041,3,C
JPQ,LR00041,4,C
JPQ,LR00041,5,O
JPQ,LR00041,6,N
JPQ,LR00041,7,C
JPQ,LR00041,8,C
JPQ,LR00041,9,C
JPQ,LR00041,10,O
JPQ,LR00041,11,N
JPQ,LR00041,12,C
JPQ,LR00041,13,O
K1G,LR00403,0,C
K1G,LR00403,1,C
K1G,LR00403,2,C
K1G,LR00403,3,N
K1G,LR00403,4,C
K1G,LR00403,5,C
K1G,LR00403,6,N
K1G,LR00403,7,C
K1G,LR00403,8,N
K1G,LR00403,9,C
K1G,LR00403,10,C
K1G,LR00403,11,C
K1G,LR00403,12,N
K1G,LR00403,13,N
K1G,LR00403,14,C
K1G,LR00404,0,C
K1G,LR00404,1,C
K1G,LR00404,2,C
K1G,LR00404,3,N
K1G,LR00404,4,C
K1G,LR00404,5,C
K1G,LR00404,6,N
K1G,LR00404,7,C
K1G,LR00404,8,N
K1G,LR00404,9,C
K1G,LR00404,10,C
K1G,LR00404,11,C
K1G,LR00404,12,N
K1G,LR00404,13,N
K1G,LR00404,14,C
K1P,LR00428,0,C
K1P,LR00428,1,C
K1P,LR00428,2,N
K1P,LR00428,3,S
K1P,LR00428,4,C
K1P,LR00428,5,N
K1P,LR00428,6,C
K1P,LR00428,7,C
K1P,LR00428,8,C
K1P,LR00428,9,N
K1P,LR00428,10,C
K1P,LR00428,11,C
K1P,LR00428,12,N
K23,LR00269,0,O
K23,LR00269,1,C
K23,LR00269,2,O
K23,LR00269,3,C
K23,LR00269,4,N
K23,LR00269,5,C
K23,LR00269,6,C
K23,LR00269,7,C
K23,LR00269,8,Cl
K23,LR00269,9,C
K23,LR00269,10,C
K23,LR00269,11,C
K23,LR00269,12,C
K23,LR00269,13,C
K23,LR00269,14,C
K23,LR00269,15,C
K23,LR00269,16,C
K23,LR00269,17,C
K23,LR00269,18,C
K23,LR00269,19,C
K23,LR00269,20,C
K23,LR00269,21,N
K23,LR00269,22,C
K23,LR00269,23,N
K23,LR00269,24,C
K23,LR00269,25,C
K23,LR00269,26,C
K23,LR00269,27,C
K23,LR00269,28,C
K23,LR00269,29,Cl
K23,LR00269,30,C
K23,LR00269,31,C
K2M,LR00450,0,N
K2M,LR00450,1,C
K2M,LR00450,2,O
K2M,LR00450,3,N
K2M,LR00450,4,C
K2M,LR00450,5,C
K2M,LR00450,6,N
K2M,LR00450,7,C
K2M,LR00450,8,O
K2M,LR00450,9,C
K2M,LR00450,10,C
K2M,LR00450,11,C
K2M,LR00450,12,C
K2M,LR00450,13,O
K2M,LR00450,14,C
K2M,LR00450,15,C
K67,LR00169,0,C
K67,LR00169,1,C
K67,LR00169,2,O
K67,LR00169,3,C
K67,LR00169,4,C
K67,LR00169,5,C
K67,LR00169,6,C
K67,LR00169,7,S
K67,LR00169,8,O
K67,LR00169,9,O
K67,LR00169,10,N
K67,LR00169,11,C
K67,LR00169,12,C
K67,LR00169,13,C
K67,LR00169,14,C
K67,LR00169,15,C
K67,LR00169,16,O
K67,LR00169,17,C
K67,LR00169,18,C
K67,LR00169,19,N
K67,LR00169,20,S
K67,LR00169,21,O
K67,LR00169,22,O
K67,LR00169,23,C
K67,LR00169,24,C
K67,LR00169,25,C
K67,LR00169,26,C
K67,LR00169,27,O
K67,LR00169,28,C
K67,LR00169,29,C
K67,LR00169,30,C
K67,LR00169,31,C
K67,LR00169,32,C
K67,LR00169,33,C
K67,LR00169,34,C
K67,LR00169,35,C
K67,LR00169,36,C
K67,LR00169,37,C
K67,LR00169,38,C
K67,LR00169,39,C
K6U,LR00413,0,C
K6U,LR00413,1,O
K6U,LR00413,2,C
K6U,LR00413,3,C
K6U,LR00413,4,C
K6U,LR00413,5,C
K6U,LR00413,6,C
K6U,LR00413,7,C
K6U,LR00413,8,C
K6U,LR00413,9,N
K6U,LR00413,10,N
K6U,LR00413,11,C
K6U,LR00413,12,O
L5F,LR00230,0,C
L5F,LR00230,1,C
L5F,LR00230,2,C
L5F,LR00230,3,C
L5F,LR00230,4,C
L5F,LR00230,5,C
L5F,LR00230,6,C
L5F,LR00230,7,C
L5F,LR00230,8,C
L5F,LR00230,9,N
L5F,LR00230,10,C
L5F,LR00230,11,C
L5F,LR00230,12,C
L5F,LR00230,13,C
L5F,LR00230,14,C
L5F,LR00230,15,C
L5F,LR00230,16,C
L5F,LR00230,17,O
L5F,LR00230,18,S
L5F,LR00230,19,O
L5F,LR00230,20,O
L5F,LR00230,21,O
L5F,LR00230,22,C
L5F,LR00230,23,C
L5F,LR00230,24,O
L5F,LR00230,25,C
L5F,LR00230,26,C
L5F,LR00230,27,N
L5F,LR00230,28,N
L5F,LR00230,29,N
L5F,LR00230,30,C
L5F,LR00230,31,C
L5F,LR00230,32,C
L5F,LR00230,33,C
L5F,LR00230,34,C
L5F,LR00230,35,C
L5F,LR00230,36,C
L5F,LR00230,37,C
L5F,LR00230,38,O
L5F,LR00230,39,O
L5F,LR00230,40,C
L5F,LR00230,41,C
L6I,LR00177,0,C
L6I,LR00177,1,O
L6I,LR00177,2,C
L6I,LR00177,3,C
L6I,LR00177,4,C
L6I,LR00177,5,C
L6I,LR00177,6,C
L6I,LR00177,7,C
L6I,LR00177,8,O
L6I,LR00177,9,O
L6I,LR00177,10,C
L6I,LR00177,11,C
L6I,LR00177,12,C
L6I,LR00177,13,C
L6I,LR00177,14,C
L6I,LR00177,15,C
L6I,LR00177,16,C
L6I,LR00177,17,N
L6I,LR00177,18,C
L6I,LR00177,19,C
L6I,LR00177,20,C
L6I,LR00177,21,O
L6I,LR00177,22,C
L6I,LR00177,23,C
L6I,LR00177,24,C
L6I,LR00177,25,C
L6I,LR00177,26,C
L6I,LR00177,27,C
L6I,LR00177,28,S
L6I,LR00177,29,O
L6I,LR00177,30,O
L6I,LR00177,31,C
L6I,LR00177,32,C
L6I,LR00177,33,C
L6I,LR00177,34,N
L6I,LR00177,35,N
L6I,LR00177,36,N
L6I,LR00177,37,C
L6I,LR00177,38,C
L8B,LR00495,0,C
L8B,LR00495,1,C
L8B,LR00495,2,C
L8B,LR00495,3,C
L8B,LR00495,4,C
L8B,LR00495,5,C
L8B,LR00495,6,O
L8B,LR00495,7,N
L8B,LR00495,8,C
L8B,LR00495,9,C
L8B,LR00495,10,O
L8B,LR00495,11,C
L8B,LR00495,12,C
L8B,LR00495,13,C
L8B,LR00495,14,O
L8B,LR00495,15,N
L8B,LR00495,16,C
L8B,LR00495,17,C
L8B,LR00495,18,C
L8B,LR00495,19,C
L8B,LR00495,20,C
L8B,LR00495,21,C
L8B,LR00495,22,C
L8B,LR00495,23,N
L8B,LR00495,24,C
L8B,LR00495,25,O
L8B,LR00495,26,C
L8B,LR00495,27,C
L8B,LR00495,28,O
L8B,LR00495,29,N
LAY,LR00318,0,C
LAY,LR00318,1,C
LAY,LR00318,2,C
LAY,LR00318,3,C
LAY,LR00318,4,C
LAY,LR00318,5,C
LAY,LR00318,6,O
LAY,LR00318,7,N
LAY,LR00318,8,C
LAY,LR00318,9,C
LAY,LR00318,10,O
LL0,LR00478,0,N
LL0,LR00478,1,S
LL0,LR00478,2,O
LL0,LR00478,3,O
LL0,LR00478,4,C
LL0,LR00478,5,C
LL0,LR00478,6,C
LL0,LR00478,7,C
LL0,LR00478,8,C
LL0,LR00478,9,C
LL0,LR00478,10,O
LL0,LR00478,11,C
LL0,LR00478,12,F
LL0,LR00478,13,F
LQ8,LR00189,0,O
LQ8,LR00189,1,C
LQ8,LR00189,2,C
LQ8,LR00189,3,O
LQ8,LR00189,4,C
LQ8,LR00189,5,C
LQ8,LR00189,6,C
LQ8,LR00189,7,C
LQ8,LR00189,8,C
LQ8,LR00189,9,C
LQ8,LR00189,10,C
LQ8,LR00189,11,C
LQ8,LR00189,12,N
LQ8,LR00189,13,C
LQ8,LR00189,14,O
LQ8,LR00189,15,C
LQ8,LR00189,16,C
LQ8,LR00189,17,C
LQ8,LR00189,18,C
LQ8,LR00189,19,C
LQ8,LR00189,20,C
LQ8,LR00189,21,C
LQ8,LR00189,22,O
LQ8,LR00189,23,O
LQ8,LR00189,24,C
LQ8,LR00189,25,C
LQ8,LR00189,26,N
LQ8,LR00189,27,C
LQ8,LR00189,28,O
LQ8,LR00189,29,C
LQ8,LR00189,30,C
LQ8,LR00189,31,C
LQ8,LR00189,32,C
LQ8,LR00189,33,C
LQ8,LR00189,34,C
LQ8,LR00189,35,C
LQ8,LR00189,36,O
LQH,LR00120,0,F
LQH,LR00120,1,C
LQH,LR00120,2,C
LQH,LR00120,3,C
LQH,LR00120,4,C
LQH,LR00120,5,C
LQH,LR00120,6,C
LQH,LR00120,7,C
LQH,LR00120,8,C
LQH,LR00120,9,C
LQH,LR00120,10,C
LQH,LR00120,11,C
LQH,LR00120,12,C
LQH,LR00120,13,C
LQH,LR00120,14,C
LQH,LR00120,15,C
LQH,LR00120,16,N
LQH,LR00120,17,C
LQH,LR00120,18,C
LQH,LR00120,19,N
LQH,LR00121,0,F
LQH,LR00121,1,C
LQH,LR00121,2,C
LQH,LR00121,3,C
LQH,LR00121,4,C
LQH,LR00121,5,C
LQH,LR00121,6,C
LQH,LR00121,7,C
LQH,LR00121,8,C
LQH,LR00121,9,C
LQH,LR00121,10,C
LQH,LR00121,11,C
LQH,LR00121,12,C
LQH,LR00121,13,C
LQH,LR00121,14,C
LQH,LR00121,15,C
LQH,LR00121,16,N
LQH,LR00121,17,C
LQH,LR00121,18,C
LQH,LR00121,19,N
LQH,LR00122,0,F
LQH,LR00122,1,C
LQH,LR00122,2,C
LQH,LR00122,3,C
LQH,LR00122,4,C
LQH,LR00122,5,C
LQH,LR00122,6,C
LQH,LR00122,7,C
LQH,LR00122,8,C
LQH,LR00122,9,C
LQH,LR00122,10,C
LQH,LR00122,11,C
LQH,LR00122,12,C
LQH,LR00122,13,C
LQH,LR00122,14,C
LQH,LR00122,15,C
LQH,LR00122,16,N
LQH,LR00122,17,C
LQH,LR00122,18,C
LQH,LR00122,19,N
LQH,LR00123,0,F
LQH,LR00123,1,C
LQH,LR00123,2,C
LQH,LR00123,3,C
LQH,LR00123,4,C
LQH,LR00123,5,C
LQH,LR00123,6,C
LQH,LR00123,7,C
LQH,LR00123,8,C
LQH,LR00123,9,C
LQH,LR00123,10,C
LQH,LR00123,11,C
LQH,LR00123,12,C
LQH,LR00123,13,C
LQH,LR00123,14,C
LQH,LR00123,15,C
LQH,LR00123,16,N
LQH,LR00123,17,C
LQH,LR00123,18,C
LQH,LR00123,19,N
LQH,LR00124,0,F
LQH,LR00124,1,C
LQH,LR00124,2,C
LQH,LR00124,3,C
LQH,LR00124,4,C
LQH,LR00124,5,C
LQH,LR00124,6,C
LQH,LR00124,7,C
LQH,LR00124,8,C
LQH,LR00124,9,C
LQH,LR00124,10,C
LQH,LR00124,11,C
LQH,LR00124,12,C
LQH,LR00124,13,C
LQH,LR00124,14,C
LQH,LR00124,15,C
LQH,LR00124,16,N
LQH,LR00124,17,C
LQH,LR00124,18,C
LQH,LR00124,19,N
LQK,LR00190,0,N
LQK,LR00190,1,C
LQK,LR00190,2,O
LQK,LR00190,3,C
LQK,LR00190,4,C
LQK,LR00190,5,C
LQK,LR00190,6,C
LQK,LR00190,7,C
LQK,LR00190,8,O
LQK,LR00190,9,N
LQK,LR00190,10,C
LQK,LR00190,11,C
LQK,LR00190,12,C
LQK,LR00190,13,C
LQK,LR00190,14,O
LQK,LR00190,15,C
LQK,LR00190,16,C
LQK,LR00190,17,O
LQK,LR00190,18,C
LQK,LR00190,19,C
LQK,LR00190,20,C
LQK,LR00190,21,C
LQK,LR00190,22,C
LQK,LR00190,23,C
LQK,LR00190,24,N
LQK,LR00190,25,C
LQK,LR00190,26,O
LQK,LR00190,27,C
LQK,LR00190,28,C
LQK,LR00190,29,C
LQK,LR00190,30,C
LQK,LR00190,31,C
LQK,LR00190,32,C
LQK,LR00190,33,C
LQK,LR00190,34,O
LQP,LR00471,0,O
LQP,LR00471,1,C
LQP,LR00471,2,C
LQP,LR00471,3,O
LQP,LR00471,4,C
LQP,LR00471,5,F
LQP,LR00471,6,F
LQP,LR00471,7,N
LQP,LR00471,8,C
LQP,LR00471,9,C
LQP,LR00471,10,C
LQP,LR00471,11,C
LQP,LR00471,12,C
LQP,LR00471,13,C
LQP,LR00471,14,C
LTZ,LR00276,0,C
LTZ,LR00276,1,C
LTZ,LR00276,2,C
LTZ,LR00276,3,C
LTZ,LR00276,4,C
LTZ,LR00276,5,C
LTZ,LR00276,6,C
LTZ,LR00276,7,O
LTZ,LR00276,8,N
LTZ,LR00276,9,C
LTZ,LR00276,10,C
LTZ,LR00276,11,N
LTZ,LR00276,12,C
LTZ,LR00276,13,C
LTZ,LR00276,14,O
LTZ,LR00276,15,C
LTZ,LR00276,16,C
LTZ,LR00276,17,C
LTZ,LR00276,18,N
LTZ,LR00276,19,C
LTZ,LR00276,20,O
LTZ,LR00276,21,C
LTZ,LR00276,22,S
LTZ,LR00276,23,C
LTZ,LR00276,24,N
