Unified_Scaffold_ID,Supercluster_Key,Scaffold_Hash,Representative_Scaffold_SMILES,Representative_Murcko_SMILES,Scaffold_Class,Ligase_Count,Ligases,Ligase_Local_Scaffold_Count,Original_Scaffold_ID_Group,Recruiter_Count,Recruiter_Code_Group,Is_Cross_Ligase_Supercluster
LR-SCAF00128,59b05290,59b05290,C1CC2CC([C@@H]3CNCS3)CCC2[C@@H](NC[C@@H]2CCCN2CCNCC2CC2)C1,C1CC2CC([C@@H]3CNCS3)CCC2[C@@H](NC[C@@H]2CCCN2CCNCC2CC2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_22,1,LR00535,False
LR-SCAF00129,5af33132,5af33132,C1CCC(CNC[C@@H]2CCCN2CC2CCCCC2)CC1,C1CCC(CNC[C@@H]2CCCN2CC2CCCCC2)CC1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_5,1,LR00500,False
LR-SCAF00130,5b1cfc5b,5b1cfc5b,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_36,1,LR00206,False
LR-SCAF00132,5da7ed6d,5da7ed6d,C1CCC(COCN[C@H]2CCNC2)CC1,C1CCC(COCN[C@H]2CCNC2)CC1,Bicyclic_Hetero,1,CRBN,1,CRBN_SCAF_9,1,LR00038,False
LR-SCAF00133,5dc0c122,5dc0c122,C1CC[C@H]2C(C1)[C@H]1CC[C@@H]2CN1,C1CC[C@H]2C(C1)[C@H]1CC[C@@H]2CN1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_8,1,LR00394,False
LR-SCAF00134,5e762187,5e762187,C1CCC(N2CC[C@H](NCC3CNC4CCCCC34)C2)CC1,C1CCC(N2CC[C@H](NCC3CNC4CCCCC34)C2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_60,1,LR00349,False
LR-SCAF00135,5f481d92,5f481d92,C1CCC(C2NNC[C@@H]2CN[C@H]2C[C@@H](C3CCCCC3)C2)CC1,C1CCC(C2NNC[C@@H]2CN[C@H]2C[C@@H](C3CCCCC3)C2)CC1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_74,1,LR00487,False
LR-SCAF00136,5f5a5983,5f5a5983,C1CCC(CCN2CCC[C@H]2C2NC(CC3CCCCC3)CS2)CC1,C1CCC(CCN2CCC[C@H]2C2NC(CC3CCCCC3)CS2)CC1,Polycyclic_Hetero,1,cIAP1,1,cIAP1_SCAF_11,1,LR00603,False
LR-SCAF00137,60105a36,60105a36,C(CCCCNCCN[C@H]1CCCNC1)CCCCNCC[C@@H]1N[C@@H](C2CCCCC2)C2CCS[C@H]2N2CNN[C@@H]12,C(CCCCNCCN[C@H]1CCCNC1)CCCCNCC[C@@H]1N[C@@H](C2CCCCC2)C2CCS[C@H]2N2CNN[C@@H]12,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_43,1,LR00112,False
LR-SCAF00138,60206d7e,60206d7e,C1CCC(C2NC3S[C@@H](CN4CCC[C@H]4CN4CCNCC4)CN3[C@@H]2C2CCCCC2)CC1,C1CCC(C2NC3S[C@@H](CN4CCC[C@H]4CN4CCNCC4)CN3[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_14,1,LR00276,False
LR-SCAF00139,602da2b8,602da2b8,C1CCC(C2NC3S[C@@H](CN4CCCC4)CN3[C@@H]2C2CCCCC2)CC1,C1CCC(C2NC3S[C@@H](CN4CCCC4)CN3[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_13,1,LR00275,False
LR-SCAF00140,626f25b5,626f25b5,C1CCC(CNCC[C@H]2CC[C@H]3CC[C@@H](CNC(C4CCCCC4)C4CCCCC4)N3CC2)CC1,C1CCC(CNCC[C@H]2CC[C@H]3CC[C@@H](CNC(C4CCCCC4)C4CCCCC4)N3CC2)CC1,Polycyclic_Hetero,1,cIAP1,1,cIAP1_SCAF_2,1,LR00592,False
LR-SCAF00141,62e8bf8e,62e8bf8e,C1CCC([C@H]2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,C1CCC([C@H]2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_52,1,LR00227,False
LR-SCAF00142,6317954b,6317954b,C1CCC(CN2CCC3(CC2)COC2[C@H]3CC[C@@H]3CN([C@H]4CCCNC4)C[C@@H]23)CC1,C1CCC(CN2CCC3(CC2)COC2[C@H]3CC[C@@H]3CN([C@H]4CCCNC4)C[C@@H]23)CC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_28,1,LR00092,False
LR-SCAF00143,6367056e,6367056e,C1CCC([C@H]2NCCO[C@H]2C2CCCCC2)CC1,C1CCC([C@H]2NCCO[C@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_24,1,LR00293,False
LR-SCAF00144,650cd44b,650cd44b,C1C[C@@H]2CNC[C@@H]2C1,C1C[C@@H]2CNC[C@@H]2C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_66,1,LR00471,False
LR-SCAF00145,663967fd,663967fd,C1CCC(C2(C3NCC4CCC(N5CCNCC5)CC4N3)CC2)CC1,C1CCC(C2(C3NCC4CCC(N5CCNCC5)CC4N3)CC2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_9,1,LR00131,False
LR-SCAF00147,67641f8b,67641f8b,C1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCCCC4)C32)CC1,C1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCCCC4)C32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_6,1,LR00266,False
LR-SCAF00148,6b18dffe,6b18dffe,C1CO[C@@H](CNCC2CCNN2)C1,C1CO[C@@H](CNCC2CCNN2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_55,1,LR00460,False
LR-SCAF00149,6b26f3cb,6b26f3cb,C1CCC(CN2CNC(C3CCCCC3)C2[C@H]2C(CNCCN3CCN(C4CCCCC4)CC3)NC3CCCCC32)CC1,C1CCC(CN2CNC(C3CCCCC3)C2[C@H]2C(CNCCN3CCN(C4CCCCC4)CC3)NC3CCCCC32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_58,1,LR00346,False
LR-SCAF00151,6f5e9f96,6f5e9f96,C1CNC[C@H](OC2CCC3CN([C@H]4CCCNC4)CC3C2)C1,C1CNC[C@H](OC2CCC3CN([C@H]4CCCNC4)CC3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_27,1,LR00091,False
LR-SCAF00152,70532317,70532317,C1CCN(CCNC2NCCS2)C1,C1CCN(CCNC2NCCS2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_18,1,LR00407,False
LR-SCAF00153,70c32d6f,70c32d6f,C1CCC([C@@H]2C[C@@H](CNCCC3CCNCC3)N(CCCC3CCCO3)C2)CC1,C1CCC([C@@H]2C[C@@H](CNCCC3CCNCC3)N(CCCC3CCCO3)C2)CC1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_77,1,LR00490,False
LR-SCAF00154,71cbbeb3,71cbbeb3,C1CCC2NCN([C@H]3CCCNC3)CC2C1,C1CCC2NCN([C@H]3CCCNC3)CC2C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_14,1,LR00049,False
LR-SCAF00155,71e77d66,71e77d66,C1CCC(CNCC2CNC3CCCCC23)CC1,C1CCC(CNCC2CNC3CCCCC23)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_10,1,LR00271,False
LR-SCAF00156,732bbfed,732bbfed,C1CS[C@@H](CN2CCNCC2)C1,C1CS[C@@H](CN2CCNCC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_63,1,LR00468,False
LR-SCAF00158,7484f9ab,7484f9ab,C1CCC(SN[C@H]2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_31,1,LR00201,False
LR-SCAF00159,74f865b6,74f865b6,C1CN(CC2CNSN2)CCO1,C1CN(CC2CNSN2)CCO1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_60,1,LR00465,False
LR-SCAF00160,76042db5,76042db5,C1CCC(SN[C@@H]2CCCC(N3NCCC3C3CC3)C2)CC1,C1CCC(SN[C@@H]2CCCC(N3NCCC3C3CC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_28,1,LR00198,False
LR-SCAF00161,760ab01a,760ab01a,CC(C)C[C@@H](CO)N[C@@H](C)O,,Acyclic,1,MDM2,1,MDM2_SCAF_760ab01a,1,LR00318,False
LR-SCAF00162,76cf83bf,76cf83bf,C1CCC([C@H]2C3CNNC3CN2C2CCCCC2)CC1,C1CCC([C@H]2C3CNNC3CN2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_55,1,LR00343,False
LR-SCAF00163,779a246f,779a246f,C1CNC[C@@H](C2NNC3CC(NC4CCNCC4)CCC32)C1,C1CNC[C@@H](C2NNC3CC(NC4CCNCC4)CCC32)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_29,1,LR00093,False
LR-SCAF00165,7869e375,7869e375,C1CCC(C2CCC(CNC[C@@H]3CCCN3CC[C@@H]3CCNO3)CC2)CC1,C1CCC(C2CCC(CNC[C@@H]3CCCN3CC[C@@H]3CCNO3)CC2)CC1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_2,1,LR00496,False
LR-SCAF00167,7891074f,7891074f,C1CCC(C2NNCO2)CC1,C1CCC(C2NNCO2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_23,1,LR00413,False
LR-SCAF00168,79dc462f,79dc462f,C1CC2C[C@@H]3CCO[C@H]3CC[C@@H]2C1,C1CC2C[C@@H]3CCO[C@H]3CC[C@@H]2C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_17,1,LR00180,False
LR-SCAF00169,7a0f29f7,7a0f29f7,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2C2C(CN3CCCC3)NC3CCCCC32)CC1,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2C2C(CN3CCCC3)NC3CCCCC32)CC1,Polycyclic_Hetero,1,MDMX,1,MDMX_SCAF_1,1,LR00374,False
LR-SCAF00170,7a9485f4,7a9485f4,C1CCC(C2CCCC(N3NCCC3[C@@H]3C[C@H]3C3CNNN3)C2)CC1,C1CCC(C2CCCC(N3NCCC3[C@@H]3C[C@H]3C3CNNN3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_45,1,LR00219,False
LR-SCAF00171,7d421122,7d421122,C1CCC(CCNCC2CCCCC2)CC1,C1CCC(CCNCC2CCCCC2)CC1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_56,1,LR00234,False
LR-SCAF00174,7fdfa2c9,7fdfa2c9,C1COC(SNC2CCCC3CCNC32)C1,C1COC(SNC2CCCC3CCNC32)C1,Polycyclic_Hetero,1,DCAF15,1,DCAF15_SCAF_3,1,LR00149,False
LR-SCAF00175,80019507,80019507,C1CNC2CCCC2C1,C1CNC2CCCC2C1,Bicyclic_Hetero,1,HOIP(RNF31),1,HOIP(RNF31)_SCAF_1,1,LR00153,False
LR-SCAF00176,8097b959,8097b959,C1CCC(NCCOC2CCCCC2)CC1,C1CCC(NCCOC2CCCCC2)CC1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_63,1,LR00241,False
LR-SCAF00177,8175cc01,8175cc01,C1CCC(CSN2CC3CCCC[C@H]3C[C@H]2CNCC2CCN3C(C2)NCC3N2CCCNC2)CC1,C1CCC(CSN2CC3CCCC[C@H]3C[C@H]2CNCC2CCN3C(C2)NCC3N2CCCNC2)CC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_33,1,LR00101,False
LR-SCAF00178,81b81ee0,81b81ee0,C1CCC([C@H]2CCCN([C@H](CSN3CCCC3)C3CC3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2CCCN([C@H](CSN3CCCC3)C3CC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_37,1,LR00311,False
LR-SCAF00180,81d75b80,81d75b80,C1CCC([C@H]2CC(CC3NCCS3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2CC(CC3NCCS3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_32,1,LR00304,False
LR-SCAF00181,81df215f,81df215f,C1CCC(CN2CCC([C@H]3CCC4CN([C@H]5CCCNC5)CC4C3)CC2)CC1,C1CCC(CN2CCC([C@H]3CCC4CN([C@H]5CCCNC5)CC4C3)CC2)CC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_42,1,LR00110,False
LR-SCAF00182,8210da1c,8210da1c,C1CCC(S[C@@H]2NCS[C@@H]2N2CCNCC2)CC1,C1CCC(S[C@@H]2NCS[C@@H]2N2CCNCC2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_60,1,LR00238,False
LR-SCAF00184,8280ebad,8280ebad,C1CCC([C@H]2CC(C[C@H]3CCCCN3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2CC(C[C@H]3CCCCN3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_34,1,LR00306,False
LR-SCAF00185,830437f4,830437f4,C1CC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)C1,C1CC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_21,1,LR00190,False
LR-SCAF00186,832ce6bf,832ce6bf,C1CCN(CCN2CC[NH2+]CC2)C1,C1CCN(CCN2CC[NH2+]CC2)C1,Bicyclic_Hetero,1,XIAP,1,XIAP_SCAF_16,1,LR00574,False
LR-SCAF00188,83e3ca04,83e3ca04,C1COC(CN2CCCC2)C1,C1COC(CN2CCCC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_67,1,LR00472,False
LR-SCAF00189,85047334,85047334,C1CCN(CC2CCCC(C3CCCC(N4NCCC4C4CC4)C3)C2)CC1,C1CCN(CC2CCCC(C3CCCC(N4NCCC4C4CC4)C3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_46,1,LR00220,False
LR-SCAF00190,8540716d,8540716d,C1CCC(SNC2CC(CCN3CCCC3)C(NSC3CCCCC3)C3CCCCC23)CC1,C1CCC(SNC2CC(CCN3CCCC3)C(NSC3CCCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_70,1,LR00249,False
LR-SCAF00191,85503210,85503210,C1CNOC1,C1CNOC1,Monocyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_40,1,LR00440,False
LR-SCAF00192,85813b1f,85813b1f,C1CCC(N2NCCC2NC[C@@H]2CS[C@@H]3CCCCCN23)CC1,C1CCC(N2NCCC2NC[C@@H]2CS[C@@H]3CCCCCN23)CC1,Polycyclic_Hetero,1,LIVIN,1,LIVIN_SCAF_1,1,LR00251,False
LR-SCAF00193,85e4eaf2,85e4eaf2,C1CCC(NCNC2CCCC(C3NC(NCC4CCCNC4)C4CNNC4N3)C2)CC1,C1CCC(NCNC2CCCC(C3NC(NCC4CCCNC4)C4CNNC4N3)C2)CC1,Polycyclic_Hetero,1,CHIP,1,CHIP_SCAF_5,1,LR00005,False
LR-SCAF00194,8644b171,8644b171,C1CCC(CN2CC3CCCC[C@@H]3[C@]2(OCC2CC2)C2CCCCC2)CC1,C1CCC(CN2CC3CCCC[C@@H]3[C@]2(OCC2CC2)C2CCCCC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_64,1,LR00358,False
LR-SCAF00195,879804e0,879804e0,C1CCC(OC2CC3NCNC3C[C@H]2NSC2CCCCC2)CC1,C1CCC(OC2CC3NCNC3C[C@H]2NSC2CCCCC2)CC1,Polycyclic_Hetero,1,TRIM24,1,TRIM24_SCAF_2,1,LR00494,False
LR-SCAF00196,87ccdfb5,87ccdfb5,C1CC([C@@H]2CS[C@H](CNC[C@H]3CNNN3)C2)C([C@H]2CSC(CNCC3CNNN3)C2)C1,C1CC([C@@H]2CS[C@H](CNC[C@H]3CNNN3)C2)C([C@H]2CSC(CNCC3CNNN3)C2)C1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_61,1,LR00352,False
LR-SCAF00197,88207aea,88207aea,C1CCC(CCCC2CCCCC2)CC1,C1CCC(CCCC2CCCCC2)CC1,Bicyclic,1,HOIP(RNF31),1,HOIP(RNF31)_SCAF_2,1,LR00154,False
LR-SCAF00198,88684ca7,88684ca7,C1CCN([C@H]2CCNCN2)CC1,C1CCN([C@H]2CCNCN2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_9,1,LR00395,False
LR-SCAF00200,89c06b8f,89c06b8f,C1CCCC(NCCOC2CCC3CC[C@@H](CC4CCC5OCOC5C4)CC3C2)CC1,C1CCCC(NCCOC2CCC3CC[C@@H](CC4CCC5OCOC5C4)CC3C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_66,1,LR00244,False
LR-SCAF00201,89c2f209,89c2f209,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2C(CNCCN3CCOCC3)NC3CCCCC32)CC1,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2C(CNCCN3CCOCC3)NC3CCCCC32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_15,1,LR00277,False
LR-SCAF00202,89d1b783,89d1b783,C1CCC([C@H]2C[C@H]3[C@@H](N2)[C@H](C2CCCCC2)[C@]2(CN[C@@H]4CCCC[C@H]42)N3CC2CC2)CC1,C1CCC([C@H]2C[C@H]3[C@@H](N2)[C@H](C2CCCCC2)[C@]2(CN[C@@H]4CCCC[C@H]42)N3CC2CC2)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_48,1,LR00326,False
LR-SCAF00203,8a351e54,8a351e54,C1CCC(N2CCN(CC3CC3)CC2)CC1,C1CCC(N2CCN(CC3CC3)CC2)CC1,Polycyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_64,1,LR00469,False
LR-SCAF00204,8a78dae3,8a78dae3,C1CCC(C2CCCC(N3NCCC3C3CC3)C2)CC1,C1CCC(C2CCCC(N3NCCC3C3CC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_44,1,LR00218,False
LR-SCAF00205,8ad7ce01,8ad7ce01,C1CNC[C@@H](N2CC3CCC(O[C@H]4CNCCC45CC5)CC3C2)C1,C1CNC[C@@H](N2CC3CCC(O[C@H]4CNCCC45CC5)CC3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_26,1,LR00090,False
LR-SCAF00207,8c4ac105,8c4ac105,C1CCCC2(CC1)CCCNC2,C1CCCC2(CC1)CCCNC2,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_58,1,LR00463,False
LR-SCAF00208,8c4f468e,8c4f468e,C1CCN(CC2CCNO2)NC1,C1CCN(CC2CCNO2)NC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_3,1,LR00389,False
LR-SCAF00209,8d22e845,8d22e845,C1CCC(CNCC2CN[C@H](C3CNNC3)[C@@H]2C2CCCCC2)CC1,C1CCC(CNCC2CN[C@H](C3CNNC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_13,1,LR00137,False
LR-SCAF00210,8d6062d9,8d6062d9,C1CCC2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,C1CCC2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_26,1,LR00196,False
LR-SCAF00211,8d6d2ee3,8d6d2ee3,C1CNC[C@@H](N2CC3CC[C@H]([C@H]4C[C@@H](CN5CCCC5)C5CCNC5N4)CC3C2)C1,C1CNC[C@@H](N2CC3CC[C@H]([C@H]4C[C@@H](CN5CCCC5)C5CCNC5N4)CC3C2)C1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_39,1,LR00107,False
LR-SCAF00212,8e023bd7,8e023bd7,C1CO[C@@H](CNC2CCNCC2)C1,C1CO[C@@H](CNC2CCNCC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_36,1,LR00434,False
LR-SCAF00213,8ed40683,8ed40683,C1CCC(SNC2CCCC(N3NCC[C@H]3C3CC3)C2)CC1,C1CCC(SNC2CCCC(N3NCC[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_34,1,LR00204,False
LR-SCAF00214,8f0b3fac,8f0b3fac,C1C[C@@H](CNCC2CCC(C3CNCO3)CC2)N(CCC2CCNO2)C1,C1C[C@@H](CNCC2CCC(C3CNCO3)CC2)N(CCC2CCNO2)C1,Polycyclic_Hetero,1,VHL,1,VHL_SCAF_1,1,LR00495,False
LR-SCAF00216,90a9b679,90a9b679,C1CC2OCNC2CO1,C1CC2OCNC2CO1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_16,1,LR00178,False
LR-SCAF00217,91b5e5af,91b5e5af,C1CSCCN1,C1CSCCN1,Monocyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_21,1,LR00411,False
LR-SCAF00218,922af821,922af821,C1NNCC2NNCC12,C1NNCC2NNCC12,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_46,1,LR00446,False
LR-SCAF00222,92fee6ac,92fee6ac,C1CO[C@@H](CNC2NCCS2)CN1,C1CO[C@@H](CNC2NCCS2)CN1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_45,1,LR00445,False
LR-SCAF00223,934dcdfd,934dcdfd,C1CCC(CC2COC(CC3CCCCC3)[C@@H]2C2CNC3CCCCC32)CC1,C1CCC(CC2COC(CC3CCCCC3)[C@@H]2C2CNC3CCCCC32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_39,1,LR00314,False
LR-SCAF00224,938a9865,938a9865,C1CCN(SN2CCC2)C1,C1CCN(SN2CCC2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_52,1,LR00457,False
LR-SCAF00226,94995f78,94995f78,C1CCC(CC2CNC(CC3CCCCC3)[C@H]2[C@H]2CNC3CCCC[C@H]32)CC1,C1CCC(CC2CNC(CC3CCCCC3)[C@H]2[C@H]2CNC3CCCC[C@H]32)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_38,1,LR00313,False
LR-SCAF00227,955ad841,955ad841,C1CN(CC2CSCN2)CN1,C1CN(CC2CSCN2)CN1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_11,1,LR00397,False
LR-SCAF00228,9682f4ff,9682f4ff,C1CCC(CN2CC[C@H](C3CCCCC3)[C@]23CNC2CCCCC23)CC1,C1CCC(CN2CC[C@H](C3CCCCC3)[C@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_47,1,LR00325,False
LR-SCAF00229,972d2b1e,972d2b1e,C1CCC([C@H]2CCNO2)CC1,C1CCC([C@H]2CCNO2)CC1,Bicyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_18,1,LR00181,False
LR-SCAF00230,980b70ea,980b70ea,C1CC(C2NCNCN2)C[C@@H]([C@@H]2COCCN2)C1,C1CC(C2NCNCN2)C[C@@H]([C@@H]2COCCN2)C1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_58,1,LR00236,False
LR-SCAF00233,9ae6da2b,9ae6da2b,C1CCC2C(C1)C1NNNC1C1CCCCC1C1NNNC21,C1CCC2C(C1)C1NNNC1C1CCCCC1C1NNNC21,Polycyclic_Hetero,1,MDM2,1,MDM2_SCAF_52,1,LR00339,False
LR-SCAF00235,9b2aa019,9b2aa019,C1CCC(NC[C@@H]2CCCO2)CC1,C1CCC(NC[C@@H]2CCCO2)CC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_65,1,LR00470,False
LR-SCAF00236,9b8d5329,9b8d5329,C(CCCN1CCC(C2CCCC3CN([C@H]4CCCNC4)CC32)CC1)CCCN1CC(C2CCC3C(C2)[C@H](C2CCCCC2)NC2(CC2)C2NNCN32)CN1,C(CCCN1CCC(C2CCCC3CN([C@H]4CCCNC4)CC32)CC1)CCCN1CC(C2CCC3C(C2)[C@H](C2CCCCC2)NC2(CC2)C2NNCN32)CN1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_21,1,LR00078,False
LR-SCAF00237,9c337ed6,9c337ed6,C1CCC(C2CCC[C@H]([C@H]3CCCNC3)C2)CC1,C1CCC(C2CCC[C@H]([C@H]3CCCNC3)C2)CC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_34,1,LR00102,False
LR-SCAF00238,9de92e9d,9de92e9d,C1CNCCN1,C1CNCCN1,Monocyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_13,1,LR00399,False
LR-SCAF00239,9e037e45,9e037e45,C1CCC(NC2CCOCC2)NC1,C1CCC(NC2CCOCC2)NC1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_25,1,LR00416,False
LR-SCAF00240,9e188fdd,9e188fdd,C1CCC(C2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,C1CCC(C2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,Polycyclic_Hetero,1,KEAP1,1,KEAP1_SCAF_51,1,LR00226,False
LR-SCAF00241,9eaa5b88,9eaa5b88,C1CC[C@H](COC2CCC3CN([C@H]4CCCNC4)CC3C2)NC1,C1CC[C@H](COC2CCC3CN([C@H]4CCCNC4)CC3C2)NC1,Polycyclic_Hetero,1,CRBN,1,CRBN_SCAF_23,1,LR00084,False
LR-SCAF00242,9efc1c1e,9efc1c1e,C1CCC2C(C1)CCC[C@H]2NC[C@@H]1CCCN1,C1CCC2C(C1)CCC[C@H]2NC[C@@H]1CCCN1,Polycyclic_Hetero,1,XIAP,1,XIAP_SCAF_1,1,LR00554,False
LR-SCAF00243,9fb6c9b3,9fb6c9b3,C1CO[C@@H](CN[C@H]2NNCS2)C1,C1CO[C@@H](CN[C@H]2NNCS2)C1,Bicyclic_Hetero,1,TRIM21,1,TRIM21_SCAF_12,1,LR00398,False
LR-SCAF00244,a0082199,a0082199,C1CCC(OC2CCCC([C@H]3CCNC3)C2)CC1,C1CCC(OC2CCCC([C@H]3CCNC3)C2)CC1,Polycyclic_Hetero,1,DCAF1,1,DCAF1_SCAF_5,1,LR00125,False
