Ligase,Scaffold_ID,Recruiter_Count,Scaffold_Hash,Original_Scaffold_ID_Group,Scaffold_SMILES,Murcko_SMILES,Scaffold_Class,Scaffold_Center_of_Mass_X,Scaffold_Center_of_Mass_Y,Scaffold_Center_of_Mass_Z,Ligase_Scaffold_Connectivity,Total_Recruiters,Recruiter_Density_Score,Shannon_Diversity_Index,Normalized_Diversity
KEAP1,LR-SCAF00280,1,b9bcbd87,KEAP1_SCAF_8,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCC[C@@H]32)CC1,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCC[C@@H]32)CC1,Polycyclic_Hetero,4.3130482350589416e-14,-0.0445554146506557,-5.045627215701753e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00282,1,bb3f1616,KEAP1_SCAF_68,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,Polycyclic_Hetero,5.9553501731175065e-15,1.6140934742627276e-15,0.1299368738069705,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00283,1,bc342e7d,KEAP1_SCAF_35,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3C3CC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3C3CC3)C2)CC1,Polycyclic_Hetero,3.531720370698498e-14,2.4868995751603505e-15,0.1034749621980901,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00305,1,cb318e39,KEAP1_SCAF_2,C1CC[C@@H]2CCC3C(CC[C@H]4C3CCC3CCCC[C@H]34)C2C1,C1CC[C@@H]2CCC3C(CC[C@H]4C3CCC3CCCC[C@H]34)C2C1,Polycyclic,-6.668994858265596e-15,-2.6568785485857193e-15,0.0799324255506682,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00312,1,cfa059c0,KEAP1_SCAF_57,C1CCC(CNCCC2CCC(CC3CCCCN3)CC2)CC1,C1CCC(CNCCC2CCC(CC3CCCCN3)CC2)CC1,Polycyclic_Hetero,-2.096383031895375e-14,-2.9887908726416913e-15,-0.0413812747137469,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00322,1,d822e5ee,KEAP1_SCAF_39,C1CC2SCCC2CO1,C1CC2SCCC2CO1,Bicyclic_Hetero,5.463883314048092e-15,1.226532103395411e-15,3.632015323416584e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00332,1,e202be48,KEAP1_SCAF_61,C1CCC(SNCC2CCCC(CNCC3CCCC4CC5CCCCC5C34)C2)CC1,C1CCC(SNCC2CCCC(CNCC3CCCC4CC5CCCCC5C34)C2)CC1,Polycyclic_Hetero,-3.671137468093851e-14,-3.360823279482573e-15,-0.0181444550423959,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00334,1,e259aa4c,KEAP1_SCAF_53,C1CCC(SNC2CC[C@@H](NSC3CCCCC3)C3CCCCC23)CC1,C1CCC(SNC2CC[C@@H](NSC3CCCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1.0227509075334776e-15,-0.0445554146506543,-1.770679562569781e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00335,1,e2ac831d,KEAP1_SCAF_20,C1CCC(CC2CCNCC2)CC1,C1CCC(CC2CCNCC2)CC1,Bicyclic_Hetero,3.471297323661323e-14,7.765393266683734e-15,-4.7246157603492775e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00357,1,f303ffb9,KEAP1_SCAF_69,C1CCCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,C1CCCC(NCCOC2CCC3CCC(CC4CCC5OCCOC5C4)CC3C2)CC1,Polycyclic_Hetero,1.2478358538502994e-14,9.86864910777917e-16,0.0492321669272213,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00364,1,f8bbb460,KEAP1_SCAF_62,C1CCC(SN2CCC3CCC(CNCC4CCCC5CC6CCCCC6C45)CC3C2)CC1,C1CCC(SN2CCC3CCC(CNCC4CCCC5CC6CCCCC6C45)CC3C2)CC1,Polycyclic_Hetero,-7.878665040634052e-15,8.499410325873e-15,0.0868971203989142,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00367,1,fda7e042,KEAP1_SCAF_9,C1CCC(SNC2CCC(N3CCCC3)C3CCCCC23)CC1,C1CCC(SNC2CCC(N3CCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1.2449551747322095e-14,-3.146259147751291e-15,-0.1684175968097047,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00371,1,fe69d68f,KEAP1_SCAF_59,C1CCC(SC2NCS[C@@H]2N2CCNCC2)CC1,C1CCC(SC2NCS[C@@H]2N2CCNCC2)CC1,Polycyclic_Hetero,1.3446608168018175e-14,-4.5906431111244836e-15,-0.1238203000044297,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
LIVIN,LR-SCAF00005,1,00e15ffe,LIVIN_SCAF_6,C1CCC(C2CSNN2)CC1,C1CCC(C2CSNN2)CC1,Bicyclic_Hetero,1.6612225998094936e-15,1.052655904829778e-15,-2.639863636330928e-15,2,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00192,1,85813b1f,LIVIN_SCAF_1,C1CCC(N2NCCC2NC[C@@H]2CS[C@@H]3CCCCCN23)CC1,C1CCC(N2NCCC2NC[C@@H]2CS[C@@H]3CCCCCN23)CC1,Polycyclic_Hetero,-1.5223689755210922e-14,-7.744292536683547e-15,-0.0582302057710276,1,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00231,1,9970801b,LIVIN_SCAF_7,C1CCCCC1,C1CCCCC1,Monocyclic,2.837236618486511e-16,-1.1719020815487765e-15,-1.6749718895820504e-16,6,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00247,1,a464f5cc,LIVIN_SCAF_4,C1CCC(CCN2CCC[C@H]2C2NC(C3CCCC4CCCCC43)CS2)CC1,C1CCC(CCN2CCC[C@H]2C2NC(C3CCCC4CCCCC43)CS2)CC1,Polycyclic_Hetero,1.2348147196108686e-14,-7.071503876293011e-14,-0.0684894623044795,1,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00281,1,ba1b5668,LIVIN_SCAF_5,C1CCC(CCN2CCC[C@H]2C2NC3C(CCCC3C3CCCCC3)S2)CC1,C1CCC(CCN2CCC[C@H]2C2NC3C(CCCC3C3CCCCC3)S2)CC1,Polycyclic_Hetero,3.262822111259488e-14,1.6912397408456552e-14,-0.0684894623044904,1,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00294,1,c3032de8,LIVIN_SCAF_3,C1CCC2C(C1)CCCC2CN[C@H]1CC[C@@H]2CCN[C@@H]21,C1CCC2C(C1)CCCC2CN[C@H]1CC[C@@H]2CCN[C@@H]21,Polycyclic_Hetero,1.1691502467014148e-14,9.033372340748148e-15,-0.0685766098334202,1,7,0.14285714285714285,1.945910149055313,0.9999999999999999
LIVIN,LR-SCAF00309,1,cdc82523,LIVIN_SCAF_2,C1CCC(C(CN[C@H]2CC[C@@H]3CCN[C@@H]32)C2CCCCC2)CC1,C1CCC(C(CN[C@H]2CC[C@@H]3CCN[C@@H]32)C2CCCCC2)CC1,Polycyclic_Hetero,1.5623204005544826e-14,-5.234428555445821e-15,-0.0605814179175846,1,7,0.14285714285714285,1.945910149055313,0.9999999999999999
MDM2,LR-SCAF00075,10,3689d426,MDM2_SCAF_17,C1CCC([C@@H]2[C@H](C3CCCCC3)N[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,C1CCC([C@@H]2[C@H](C3CCCCC3)N[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,Polycyclic_Hetero,-9.700217836949283e-15,3.5100127932379955e-15,-7.458421344917719e-15,1,116,0.08620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00031,7,102917a2,MDM2_SCAF_102917a2,CCCCCCC[C@@](C)(N)CO,,Acyclic,2.2711991018046058e-15,1.7636685762616773e-15,0.0718884137729471,1,116,0.0603448275862069,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00333,5,e2518056,MDM2_SCAF_3,C1CCC2NCCC2C1,C1CCC2NCCC2C1,Bicyclic_Hetero,-1.7300975467075357e-15,1.3507713466272737e-15,6.56881956236551e-16,1,116,0.04310344827586207,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00254,4,a90fce23,MDM2_SCAF_16,C1CCC([C@H]2CCCN[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2CCCN[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-2.7569783191099807e-14,1.6399580106605885e-14,3.1486717994815604e-14,1,116,0.034482758620689655,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00296,4,c3c0f007,MDM2_SCAF_62,C1CCC([C@@]2(OCC3CC3)[C@H]3CCCCC3CN2CC2CCCCN2)CC1,C1CCC([C@@]2(OCC3CC3)[C@H]3CCCCC3CN2CC2CCCCN2)CC1,Polycyclic_Hetero,1.4313831923283178e-14,-3.54563399574492e-14,2.5309866923701033e-15,1,116,0.034482758620689655,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00166,3,788cb04f,MDM2_SCAF_1,C1CCC(C2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,C1CCC(C2N[C@@H](C3CCCCC3)[C@@H](C3CCCCC3)N2CN2CCNCC2)CC1,Polycyclic_Hetero,2.775557561562891e-14,-1.4461366577168708e-15,5.764619550938313e-15,2,116,0.02586206896551724,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00187,3,836621cc,MDM2_SCAF_22,C1CCC(C[C@H]2CN[C@H](C3CCCCC3)[C@H](C3CCCCC3)O2)CC1,C1CCC(C[C@H]2CN[C@H](C3CCCCC3)[C@H](C3CCCCC3)O2)CC1,Polycyclic_Hetero,3.4719701861004904e-14,-1.8433066520973432e-14,-1.8415403881945304e-15,1,116,0.02586206896551724,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00028,2,0f02df96,MDM2_SCAF_12,C1CCC(CN2CN[C@@H](C[C@H]3CNC4CCCCC43)C2)CC1,C1CCC(CN2CN[C@@H](C[C@H]3CNC4CCCCC43)C2)CC1,Polycyclic_Hetero,6.373069713286863e-15,-5.336861556970052e-16,-0.0504369069229855,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00040,2,1713e683,MDM2_SCAF_31,C1CCC([C@H]2NCCO[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2NCCO[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,2.38107406132374e-15,1.261402330106029e-15,0.0040346971215539,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00088,2,408680a6,MDM2_SCAF_408680a6,N[C@H](CO)CCCCNCS,,Acyclic,-1.2250736823450004e-15,3.6445942049763755e-15,-0.0600586216813796,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00101,2,475e369c,MDM2_SCAF_26,C1CCC(NC[C@@H]2NC[C@@]3(CNC4CCCCC43)[C@H]2C2CCCCC2)CC1,C1CCC(NC[C@@H]2NC[C@@]3(CNC4CCCCC43)[C@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-2.9411393955212724e-14,-9.711675907908556e-15,1.0359966852645032e-14,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00104,2,488d2785,MDM2_SCAF_18,C1CCC([C@H]2NCN[C@H]2C2CCCCC2)CC1,C1CCC([C@H]2NCN[C@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-6.315935428978668e-15,-0.0824637069617425,0.0,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00114,2,51968811,MDM2_SCAF_21,C1CCC(C2CNC[C@@H]2C2CCCCC2)CC1,C1CCC(C2CNC[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,4.3636591924397446e-15,1.2731361858473265e-15,0.0776959635109581,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00146,2,667ff8dd,MDM2_SCAF_44,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2CNC3CCCCC32)CC1,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2CNC3CCCCC32)CC1,Polycyclic_Hetero,7.752528777668235e-15,1.7706471209878926e-14,0.1441149601325385,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00164,2,7828a6cd,MDM2_SCAF_29,C1CCC(CNCCC2CNC3CCCCC23)CC1,C1CCC(CNCCC2CNC3CCCCC23)CC1,Polycyclic_Hetero,7.227334199520626e-15,9.10056344008915e-15,0.1022107356321764,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00221,2,92f0dc5b,MDM2_SCAF_11,C1CCC(CNC[C@H]2CNC3CCCCC32)CC1,C1CCC(CNC[C@H]2CNC3CCCCC32)CC1,Polycyclic_Hetero,1.0010510938703495e-14,5.652885567049755e-15,3.0838902033888025e-14,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00231,2,9970801b,MDM2_SCAF_4,C1CCCCC1,C1CCCCC1,Monocyclic,2.837236618486511e-16,-1.1719020815487765e-15,-1.6749718895820504e-16,6,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00285,2,bdf24a45,MDM2_SCAF_33,C1CCC([C@H]2OC(CC3CCCCN3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,C1CCC([C@H]2OC(CC3CCCCN3)CN(CC3CC3)[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-2.2817303602096215e-14,3.0932293763423036e-14,-2.6248632896871035e-14,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00341,2,e65383dc,MDM2_SCAF_54,C1CCC([C@H]2C3CN(C4CNCNC4)NC3CN2C2CCCNC2)CC1,C1CCC([C@H]2C3CN(C4CNCNC4)NC3CN2C2CCCNC2)CC1,Polycyclic_Hetero,-2.778159646776857e-14,3.289035710452026e-14,0.0067877064202073,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00349,2,ee411f57,MDM2_SCAF_7,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2C(CN3CCCC3)N[C@H]3CCCC[C@H]23)CC1,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@H]2C(CN3CCCC3)N[C@H]3CCCC[C@H]23)CC1,Polycyclic_Hetero,-6.321740516689127e-16,-7.361431725632215e-15,-4.8066126242595015e-15,1,116,0.017241379310344827,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00004,1,00b85fcf,MDM2_SCAF_56,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@@H]2C3CCCCC3N[C@@H]2CN2CCCC2)CC1,C1CCC(CN2CN[C@@H](C3CCCCC3)[C@@H]2[C@@H]2C3CCCCC3N[C@@H]2CN2CCCC2)CC1,Polycyclic_Hetero,2.5746725013424807e-14,-1.2643481033378251e-14,1.9252573391735067e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00009,1,0675e058,MDM2_SCAF_23,C1CCC([C@H]2CNC[C@@]23CNC2CCCCC23)CC1,C1CCC([C@H]2CNC[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,-3.987739843551582e-16,4.531522549490435e-16,-0.0055660484220456,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00018,1,0c3aa7a7,MDM2_SCAF_57,C1CCC(C2N[C@@H](C3NNNN3)[C@H](C3CCCCC3)N2C2CCCCC2)CC1,C1CCC(C2N[C@@H](C3NNNN3)[C@H](C3CCCCC3)N2C2CCCCC2)CC1,Polycyclic_Hetero,1.7338511578860303e-14,1.8455078735054745e-14,-4.0862551437775056e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00019,1,0c44a538,MDM2_SCAF_20,C1CCC(C2NCN(CN3CCNCC3)C2C2CCCCC2)CC1,C1CCC(C2NCN(CN3CCNCC3)C2C2CCCCC2)CC1,Polycyclic_Hetero,2.807789842922977e-14,2.6924699029457833e-14,-0.0377718619152351,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00021,1,0ccf5625,MDM2_SCAF_42,C1CCC([C@H]2C3CCCCC3CCN2C2CCC(NCC3CCNCC3)CC2)CC1,C1CCC([C@H]2C3CCCCC3CCN2C2CCC(NCC3CCNCC3)CC2)CC1,Polycyclic_Hetero,1.3862329006205752e-14,-0.0167802343348523,-1.1130337158267392e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00024,1,0da27555,MDM2_SCAF_27,C1CCC(NC[C@@H]2NC[C@@]3(CNC4CCSC43)[C@H]2C2CCCCC2)CC1,C1CCC(NC[C@@H]2NC[C@@]3(CNC4CCSC43)[C@H]2C2CCCCC2)CC1,Polycyclic_Hetero,1.8050518344982544e-14,1.5263431544317777e-14,-5.9678757662158416e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00048,1,212e4828,MDM2_SCAF_45,C1CCC([C@H]2CCN[C@@]23CNC2CCCCC23)CC1,C1CCC([C@H]2CCN[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,1.3322676295501878e-14,-1.747921535402198e-14,-0.005566048422041,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00058,1,2bf86e3e,MDM2_SCAF_2bf86e3e,CC(C)C[C@H](N)CNCO,,Acyclic,2.379049338482478e-15,1.3719184518582292e-15,0.1420566366445804,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00062,1,2f999cf2,MDM2_SCAF_67,C1CCC(CN2CNC3CC([C@H]4NCON4)NC(C4CCCNC4)C32)CC1,C1CCC(CN2CNC3CC([C@H]4NCON4)NC(C4CCCNC4)C32)CC1,Polycyclic_Hetero,-1.8597089680182622e-14,-1.1484830180891621e-14,5.984956120440844e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00072,1,35770470,MDM2_SCAF_50,C1CCC([C@H]2[C@@H]3NC(C4CNCNC4)NC3CN2C2CCCNC2)CC1,C1CCC([C@H]2[C@@H]3NC(C4CNCNC4)NC3CN2C2CCCNC2)CC1,Polycyclic_Hetero,1.269123695024632e-14,8.819334151866087e-15,0.2194578916393724,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00076,1,37069af6,MDM2_SCAF_35,C1CCC([C@H]2CN[C@@H](C3CCCCC3)N2C2CCCCC2)CC1,C1CCC([C@H]2CN[C@@H](C3CCCCC3)N2C2CCCCC2)CC1,Polycyclic_Hetero,2.089403331589639e-15,4.033203643556307e-15,-1.4616723132401037e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00078,1,37b3cd5b,MDM2_SCAF_70,C1CCC([C@H]2[C@H]3[C@H](CC4C5CCCCC5NN43)N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,C1CCC([C@H]2[C@H]3[C@H](CC4C5CCCCC5NN43)N(CC3CC3)[C@@]23CNC2CCCCC23)CC1,Polycyclic_Hetero,-1.1955457200361642e-14,2.9266027187402895e-14,1.7949976210482778e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00086,1,3f56c184,MDM2_SCAF_8,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2CNC3CCCCC32)CC1,C1CCC(CN2CNC(C3CCCCC3)[C@@H]2[C@H]2CNC3CCCCC32)CC1,Polycyclic_Hetero,7.105427357601002e-15,1.1781052324165233e-14,0.1441149601325399,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00087,1,3fb6ede7,MDM2_SCAF_41,C1CCC([C@H]2C3CCCCC3CCN2C2CCC(NC[C@H]3CC[C@H](N4CCNCC4)CC3)CC2)CC1,C1CCC([C@H]2C3CCCCC3CCN2C2CCC(NC[C@H]3CC[C@H](N4CCNCC4)CC3)CC2)CC1,Polycyclic_Hetero,3.3476767457420675e-14,3.155868001913211e-15,-0.0096610364336552,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00089,1,40f65361,MDM2_SCAF_28,C1CCC(COC2CCC([C@@]34CN3C4[C@H]3CNC4CCCCC43)CC2)CC1,C1CCC(COC2CCC([C@@]34CN3C4[C@H]3CNC4CCCCC43)CC2)CC1,Polycyclic_Hetero,5.94946977255845e-14,6.296787303844172e-16,-0.0154764426515946,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00090,1,413c3ba4,MDM2_SCAF_19,C1CCC(C2NC(C3CCCCC3)C(C3CCCCC3)N2)CC1,C1CCC(C2NC(C3CCCCC3)C(C3CCCCC3)N2)CC1,Polycyclic_Hetero,-1.300234965233134e-14,6.108046673183648e-15,0.0970514135453691,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00103,1,4854b51b,MDM2_SCAF_25,C1CCC(C[C@@]2([C@H]3CCCNC3)CNC3CCCCC32)CC1,C1CCC(C[C@@]2([C@H]3CCCNC3)CNC3CCCCC32)CC1,Polycyclic_Hetero,-4.2464116514283573e-14,6.319896713237987e-15,2.8823686732423464e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00106,1,4af46abe,MDM2_SCAF_59,C1CCC(CN2CC3NC(C4CNCNC4)NC3[C@@H]2C2CCCCC2)CC1,C1CCC(CN2CC3NC(C4CNCNC4)NC3[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-1.4086770965390956e-14,-2.3510605227356256e-16,-0.0220812502495393,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00110,1,4d6e1598,MDM2_SCAF_43,C1CCC2C(C1)C1NNN[C@@H]1C1CCCCC1[C@@H]1NNNC21,C1CCC2C(C1)C1NNN[C@@H]1C1CCCCC1[C@@H]1NNNC21,Polycyclic_Hetero,1.5726736152670968e-14,9.372844380970071e-15,2.9463611038129156e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00112,1,5071bba5,MDM2_SCAF_49,C1CCC([C@H]2C3CN(C4CCCCC4)NC3CN2C2CCCCC2)CC1,C1CCC([C@H]2C3CN(C4CCCCC4)NC3CN2C2CCCCC2)CC1,Polycyclic_Hetero,2.5995789269133514e-14,2.5995789269133514e-14,5.879210882641874e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00127,1,59a4b7b9,MDM2_SCAF_68,C1CCC(CN2C(CC3CC3)NC3C[C@@H]([C@H]4NCON4)NC(C4CCCNC4)C32)CC1,C1CCC(CN2C(CC3CC3)NC3C[C@@H]([C@H]4NCON4)NC(C4CCCNC4)C32)CC1,Polycyclic_Hetero,2.3145929617385262e-14,1.535364428188283e-14,1.3375967000683886e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00134,1,5e762187,MDM2_SCAF_60,C1CCC(N2CC[C@H](NCC3CNC4CCCCC34)C2)CC1,C1CCC(N2CC[C@H](NCC3CNC4CCCCC34)C2)CC1,Polycyclic_Hetero,2.3965235254364782e-14,-1.5737898313984677e-15,-0.0504369069229873,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00138,1,60206d7e,MDM2_SCAF_14,C1CCC(C2NC3S[C@@H](CN4CCC[C@H]4CN4CCNCC4)CN3[C@@H]2C2CCCCC2)CC1,C1CCC(C2NC3S[C@@H](CN4CCC[C@H]4CN4CCNCC4)CN3[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-1.0289871935550232e-14,-2.386167144633385e-14,-2.0357699266175432e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00139,1,602da2b8,MDM2_SCAF_13,C1CCC(C2NC3S[C@@H](CN4CCCC4)CN3[C@@H]2C2CCCCC2)CC1,C1CCC(C2NC3S[C@@H](CN4CCCC4)CN3[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-2.292866751164323e-14,1.8105175478502552e-14,1.6465461472902322e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00143,1,6367056e,MDM2_SCAF_24,C1CCC([C@H]2NCCO[C@H]2C2CCCCC2)CC1,C1CCC([C@H]2NCCO[C@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-1.0582551383661066e-15,-4.781045535832589e-15,0.0040346971215511,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00147,1,67641f8b,MDM2_SCAF_6,C1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCCCC4)C32)CC1,C1CCC([C@H]2O[C@H]3CCCCC3C3NC4NCNN4[C@@H](C4CCCCC4)C32)CC1,Polycyclic_Hetero,4.065605442289305e-16,-2.189172161232703e-15,1.5338278378236847e-14,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00149,1,6b26f3cb,MDM2_SCAF_58,C1CCC(CN2CNC(C3CCCCC3)C2[C@H]2C(CNCCN3CCN(C4CCCCC4)CC3)NC3CCCCC32)CC1,C1CCC(CN2CNC(C3CCCCC3)C2[C@H]2C(CNCCN3CCN(C4CCCCC4)CC3)NC3CCCCC32)CC1,Polycyclic_Hetero,-2.6973418493775875e-14,1.452291740320475e-14,0.0277706987172593,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00155,1,71e77d66,MDM2_SCAF_10,C1CCC(CNCC2CNC3CCCCC23)CC1,C1CCC(CNCC2CNC3CCCCC23)CC1,Polycyclic_Hetero,2.0354088784794536e-16,4.625929269271485e-18,-2.236636801692763e-15,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00161,1,760ab01a,MDM2_SCAF_760ab01a,CC(C)C[C@@H](CO)N[C@@H](C)O,,Acyclic,-7.505107646466058e-15,-9.503509090791341e-15,0.020383537176114,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
MDM2,LR-SCAF00162,1,76cf83bf,MDM2_SCAF_55,C1CCC([C@H]2C3CNNC3CN2C2CCCCC2)CC1,C1CCC([C@H]2C3CNNC3CN2C2CCCCC2)CC1,Polycyclic_Hetero,1.1145768404080005e-15,2.348448233265919e-14,-0.0680998284090673,1,116,0.008620689655172414,4.060501683769947,0.9434108443622766
